occupancy_date,sector,capacity_type,location_city,occupied_beds,capacity_actual_bed,occupied_rooms,capacity_actual_room,occupancy_rate_beds,occupancy_rate_rooms,occupancy_rate
2024-01-08,Women,Bed Based Capacity,North York,132,132,0,0,1,0,100
2024-01-08,Men,Bed Based Capacity,North York,6,6,0,0,1,0,100
2024-01-08,Women,Bed Based Capacity,North York,4,4,0,0,1,0,100
2024-01-08,Mixed Adult,Room Based Capacity,Scarborough,0,0,325,325,0,1,100
2024-01-08,Mixed Adult,Room Based Capacity,Toronto,0,0,167,167,0,1,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,33,33,0,0,1,0,100
2024-01-08,Mixed Adult,Bed Based Capacity,NA,19,19,0,0,1,0,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,83,83,0,0,1,0,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,47,48,0,0,0.9791666666666666,0,97.91666666666666
2024-01-08,Youth,Bed Based Capacity,Toronto,45,45,0,0,1,0,100
2024-01-08,Youth,Bed Based Capacity,Toronto,23,23,0,0,1,0,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-08,Men,Bed Based Capacity,Toronto,54,54,0,0,1,0,100
2024-01-08,Men,Bed Based Capacity,Toronto,14,17,0,0,0.8235294117647058,0,82.35294117647058
2024-01-08,Youth,Bed Based Capacity,Toronto,11,12,0,0,0.9166666666666666,0,91.66666666666666
2024-01-08,Youth,Bed Based Capacity,Toronto,12,15,0,0,0.8,0,80
2024-01-08,Women,Bed Based Capacity,Toronto,16,16,0,0,1,0,100
2024-01-08,Women,Bed Based Capacity,Toronto,20,20,0,0,1,0,100
2024-01-08,Women,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-08,Women,Bed Based Capacity,Toronto,39,39,0,0,1,0,100
2024-01-08,Women,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,72,72,0,0,1,0,100
2024-01-08,Men,Room Based Capacity,Toronto,0,0,30,30,0,1,100
2024-01-08,Women,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-08,Women,Room Based Capacity,Toronto,0,0,33,33,0,1,100
2024-01-08,Families,Room Based Capacity,Toronto,0,0,76,77,0,0.987012987012987,98.7012987012987
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,94,94,0,0,1,0,100
2024-01-08,Families,Room Based Capacity,Toronto,0,0,25,27,0,0.9259259259259259,92.5925925925926
2024-01-08,Women,Bed Based Capacity,Toronto,85,85,0,0,1,0,100
2024-01-08,Women,Room Based Capacity,North York,0,0,53,53,0,1,100
2024-01-08,Men,Bed Based Capacity,Toronto,78,78,0,0,1,0,100
2024-01-08,Men,Room Based Capacity,Scarborough,0,0,130,130,0,1,100
2024-01-08,Men,Bed Based Capacity,Toronto,264,264,0,0,1,0,100
2024-01-08,Men,Room Based Capacity,North York,0,0,52,52,0,1,100
2024-01-08,Men,Bed Based Capacity,Toronto,52,52,0,0,1,0,100
2024-01-08,Men,Bed Based Capacity,Toronto,46,46,0,0,1,0,100
2024-01-08,Women,Bed Based Capacity,Toronto,37,37,0,0,1,0,100
2024-01-08,Men,Bed Based Capacity,Toronto,71,71,0,0,1,0,100
2024-01-08,Men,Bed Based Capacity,Toronto,50,50,0,0,1,0,100
2024-01-08,Families,Room Based Capacity,Toronto,0,0,4,4,0,1,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,6,6,0,0,1,0,100
2024-01-08,Youth,Bed Based Capacity,Toronto,35,35,0,0,1,0,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,32,32,0,0,1,0,100
2024-01-08,Women,Bed Based Capacity,NA,12,12,0,0,1,0,100
2024-01-08,Families,Room Based Capacity,Toronto,0,0,27,27,0,1,100
2024-01-08,Youth,Bed Based Capacity,Toronto,40,40,0,0,1,0,100
2024-01-08,Youth,Bed Based Capacity,Toronto,25,25,0,0,1,0,100
2024-01-08,Women,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-08,Youth,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-08,Women,Bed Based Capacity,Toronto,28,28,0,0,1,0,100
2024-01-08,Youth,Bed Based Capacity,Toronto,27,27,0,0,1,0,100
2024-01-08,Youth,Bed Based Capacity,Etobicoke,33,33,0,0,1,0,100
2024-01-08,Youth,Bed Based Capacity,Etobicoke,19,20,0,0,0.95,0,95
2024-01-08,Youth,Bed Based Capacity,Scarborough,10,10,0,0,1,0,100
2024-01-08,Youth,Bed Based Capacity,Scarborough,40,41,0,0,0.975609756097561,0,97.5609756097561
2024-01-09,Families,Room Based Capacity,Toronto,0,0,150,150,0,1,100
2024-01-09,Mixed Adult,Room Based Capacity,Toronto,0,0,57,57,0,1,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,7,8,0,0,0.875,0,87.5
2024-01-09,Families,Room Based Capacity,North York,0,0,68,68,0,1,100
2024-01-09,Families,Room Based Capacity,North York,0,0,160,161,0,0.9937888198757764,99.37888198757764
2024-01-09,Mixed Adult,Room Based Capacity,Etobicoke,0,0,144,144,0,1,100
2024-01-09,Men,Room Based Capacity,Toronto,0,0,39,39,0,1,100
2024-01-09,Men,Bed Based Capacity,Toronto,42,42,0,0,1,0,100
2024-01-09,Men,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,18,19,0,0,0.9473684210526315,0,94.73684210526315
2024-01-09,Families,Room Based Capacity,Toronto,0,0,30,30,0,1,100
2024-01-09,Families,Room Based Capacity,Toronto,0,0,64,64,0,1,100
2024-01-09,Mixed Adult,Room Based Capacity,North York,0,0,12,12,0,1,100
2024-01-09,Mixed Adult,Room Based Capacity,North York,0,0,80,81,0,0.9876543209876543,98.76543209876543
2024-01-09,Mixed Adult,Room Based Capacity,North York,0,0,15,15,0,1,100
2024-01-09,Mixed Adult,Room Based Capacity,North York,0,0,75,75,0,1,100
2024-01-09,Men,Bed Based Capacity,Toronto,12,18,0,0,0.6666666666666666,0,66.66666666666666
2024-01-09,Women,Room Based Capacity,Scarborough,0,0,103,103,0,1,100
2024-01-09,Families,Room Based Capacity,Toronto,0,0,41,41,0,1,100
2024-01-09,Families,Room Based Capacity,Toronto,0,0,46,46,0,1,100
2024-01-09,Families,Room Based Capacity,Toronto,0,0,19,20,0,0.95,95
2024-01-09,Men,Bed Based Capacity,Toronto,65,68,0,0,0.9558823529411765,0,95.58823529411765
2024-01-09,Mixed Adult,Room Based Capacity,Vaughan,0,0,63,69,0,0.9130434782608695,91.30434782608695
2024-01-09,Men,Bed Based Capacity,Toronto,45,48,0,0,0.9375,0,93.75
2024-01-09,Men,Bed Based Capacity,Toronto,101,101,0,0,1,0,100
2024-01-09,Families,Room Based Capacity,Toronto,0,0,32,32,0,1,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,47,48,0,0,0.9791666666666666,0,97.91666666666666
2024-01-09,Mixed Adult,Room Based Capacity,NA,0,0,133,133,0,1,100
2024-01-09,Mixed Adult,Room Based Capacity,NA,0,0,13,13,0,1,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,92,93,0,0,0.989247311827957,0,98.9247311827957
2024-01-09,Men,Bed Based Capacity,Toronto,62,62,0,0,1,0,100
2024-01-09,Men,Bed Based Capacity,Toronto,66,67,0,0,0.9850746268656716,0,98.50746268656717
2024-01-09,Men,Bed Based Capacity,Toronto,121,121,0,0,1,0,100
2024-01-09,Men,Bed Based Capacity,Toronto,33,36,0,0,0.9166666666666666,0,91.66666666666666
2024-01-09,Men,Bed Based Capacity,Toronto,16,16,0,0,1,0,100
2024-01-09,Men,Bed Based Capacity,Toronto,53,53,0,0,1,0,100
2024-01-09,Men,Bed Based Capacity,Toronto,104,105,0,0,0.9904761904761905,0,99.04761904761905
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,33,35,0,0,0.9428571428571428,0,94.28571428571428
2024-01-09,Mixed Adult,Room Based Capacity,Toronto,0,0,61,65,0,0.9384615384615385,93.84615384615384
2024-01-09,Women,Bed Based Capacity,Toronto,87,88,0,0,0.9886363636363636,0,98.86363636363636
2024-01-09,Men,Bed Based Capacity,Toronto,28,28,0,0,1,0,100
2024-01-09,Youth,Bed Based Capacity,Toronto,2,2,0,0,1,0,100
2024-01-09,Youth,Bed Based Capacity,Toronto,94,94,0,0,1,0,100
2024-01-09,Youth,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-09,Youth,Bed Based Capacity,Toronto,28,28,0,0,1,0,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,78,78,0,0,1,0,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,119,119,0,0,1,0,100
2024-01-09,Mixed Adult,Bed Based Capacity,Scarborough,50,50,0,0,1,0,100
2024-01-09,Mixed Adult,Room Based Capacity,Toronto,0,0,81,83,0,0.9759036144578314,97.59036144578313
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,62,62,0,0,1,0,100
2024-01-09,Men,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,21,40,0,0,0.525,0,52.5
2024-01-09,Youth,Bed Based Capacity,Toronto,49,50,0,0,0.98,0,98
2024-01-09,Youth,Bed Based Capacity,Toronto,40,40,0,0,1,0,100
2024-01-09,Youth,Room Based Capacity,Scarborough,0,0,46,46,0,1,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,5,5,0,0,1,0,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,8,10,0,0,0.8,0,80
2024-01-09,Women,Bed Based Capacity,Toronto,36,37,0,0,0.972972972972973,0,97.2972972972973
2024-01-09,Women,Bed Based Capacity,Toronto,23,25,0,0,0.92,0,92
2024-01-09,Women,Bed Based Capacity,Toronto,49,52,0,0,0.9423076923076923,0,94.23076923076923
2024-01-09,Women,Bed Based Capacity,Toronto,36,36,0,0,1,0,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,69,69,0,0,1,0,100
2024-01-09,Mixed Adult,Room Based Capacity,North York,0,0,270,270,0,1,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,64,70,0,0,0.9142857142857143,0,91.42857142857143
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,59,60,0,0,0.9833333333333333,0,98.33333333333333
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,113,120,0,0,0.9416666666666667,0,94.16666666666667
2024-01-09,Youth,Bed Based Capacity,Toronto,6,6,0,0,1,0,100
2024-01-09,Youth,Bed Based Capacity,Toronto,25,26,0,0,0.9615384615384616,0,96.15384615384616
2024-01-09,Men,Bed Based Capacity,Toronto,24,25,0,0,0.96,0,96
2024-01-09,Men,Bed Based Capacity,Toronto,35,35,0,0,1,0,100
2024-01-09,Men,Bed Based Capacity,Toronto,4,5,0,0,0.8,0,80
2024-01-09,Men,Room Based Capacity,Toronto,0,0,47,47,0,1,100
2024-01-09,Women,Bed Based Capacity,Toronto,61,61,0,0,1,0,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,110,110,0,0,1,0,100
2024-01-09,Men,Bed Based Capacity,Toronto,34,34,0,0,1,0,100
2024-01-09,Women,Bed Based Capacity,Toronto,66,66,0,0,1,0,100
2024-01-09,Men,Bed Based Capacity,Toronto,73,73,0,0,1,0,100
2024-01-09,Mixed Adult,Bed Based Capacity,Scarborough,89,89,0,0,1,0,100
2024-01-09,Mixed Adult,Room Based Capacity,Toronto,0,0,7,7,0,1,100
2024-01-09,Men,Bed Based Capacity,North York,278,278,0,0,1,0,100
2024-01-09,Women,Bed Based Capacity,North York,132,132,0,0,1,0,100
2024-01-09,Men,Bed Based Capacity,North York,6,6,0,0,1,0,100
2024-01-09,Women,Bed Based Capacity,North York,4,4,0,0,1,0,100
2024-01-09,Mixed Adult,Room Based Capacity,Scarborough,0,0,325,325,0,1,100
2024-01-09,Mixed Adult,Room Based Capacity,Toronto,0,0,167,167,0,1,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,37,37,0,0,1,0,100
2024-01-09,Mixed Adult,Bed Based Capacity,NA,19,19,0,0,1,0,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,83,83,0,0,1,0,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,49,49,0,0,1,0,100
2024-01-09,Youth,Bed Based Capacity,Toronto,45,45,0,0,1,0,100
2024-01-09,Youth,Bed Based Capacity,Toronto,23,23,0,0,1,0,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-09,Men,Bed Based Capacity,Toronto,54,54,0,0,1,0,100
2024-01-09,Men,Bed Based Capacity,Toronto,14,17,0,0,0.8235294117647058,0,82.35294117647058
2024-01-09,Youth,Bed Based Capacity,Toronto,11,12,0,0,0.9166666666666666,0,91.66666666666666
2024-01-09,Youth,Bed Based Capacity,Toronto,12,15,0,0,0.8,0,80
2024-01-09,Women,Bed Based Capacity,Toronto,16,16,0,0,1,0,100
2024-01-09,Women,Bed Based Capacity,Toronto,20,20,0,0,1,0,100
2024-01-09,Women,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-09,Women,Bed Based Capacity,Toronto,39,39,0,0,1,0,100
2024-01-09,Women,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,71,72,0,0,0.9861111111111112,0,98.61111111111111
2024-01-09,Men,Room Based Capacity,Toronto,0,0,30,30,0,1,100
2024-01-09,Women,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-09,Women,Room Based Capacity,Toronto,0,0,33,33,0,1,100
2024-01-09,Families,Room Based Capacity,Toronto,0,0,76,77,0,0.987012987012987,98.7012987012987
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,94,94,0,0,1,0,100
2024-01-09,Families,Room Based Capacity,Toronto,0,0,25,27,0,0.9259259259259259,92.5925925925926
2024-01-09,Women,Bed Based Capacity,Toronto,84,85,0,0,0.9882352941176471,0,98.82352941176471
2024-01-09,Women,Room Based Capacity,North York,0,0,53,53,0,1,100
2024-01-09,Men,Bed Based Capacity,Toronto,78,78,0,0,1,0,100
2024-01-09,Men,Room Based Capacity,Scarborough,0,0,130,130,0,1,100
2024-01-09,Men,Bed Based Capacity,Toronto,264,264,0,0,1,0,100
2024-01-09,Men,Room Based Capacity,North York,0,0,52,52,0,1,100
2024-01-09,Men,Bed Based Capacity,Toronto,52,52,0,0,1,0,100
2024-01-09,Men,Bed Based Capacity,Toronto,46,46,0,0,1,0,100
2024-01-09,Women,Bed Based Capacity,Toronto,37,37,0,0,1,0,100
2024-01-09,Men,Bed Based Capacity,Toronto,71,71,0,0,1,0,100
2024-01-09,Men,Bed Based Capacity,Toronto,50,50,0,0,1,0,100
2024-01-09,Families,Room Based Capacity,Toronto,0,0,4,4,0,1,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,6,6,0,0,1,0,100
2024-01-09,Youth,Bed Based Capacity,Toronto,35,35,0,0,1,0,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,32,32,0,0,1,0,100
2024-01-09,Women,Bed Based Capacity,NA,12,12,0,0,1,0,100
2024-01-09,Families,Room Based Capacity,Toronto,0,0,27,27,0,1,100
2024-01-09,Youth,Bed Based Capacity,Toronto,40,40,0,0,1,0,100
2024-01-09,Youth,Bed Based Capacity,Toronto,25,25,0,0,1,0,100
2024-01-09,Women,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-09,Youth,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-09,Women,Bed Based Capacity,Toronto,28,28,0,0,1,0,100
2024-01-09,Youth,Bed Based Capacity,Toronto,27,27,0,0,1,0,100
2024-01-09,Youth,Bed Based Capacity,Etobicoke,33,33,0,0,1,0,100
2024-01-09,Youth,Bed Based Capacity,Etobicoke,19,20,0,0,0.95,0,95
2024-01-09,Youth,Bed Based Capacity,Scarborough,10,10,0,0,1,0,100
2024-01-09,Youth,Bed Based Capacity,Scarborough,40,41,0,0,0.975609756097561,0,97.5609756097561
2024-01-10,Families,Room Based Capacity,Toronto,0,0,150,150,0,1,100
2024-01-10,Mixed Adult,Room Based Capacity,Toronto,0,0,57,57,0,1,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,8,8,0,0,1,0,100
2024-01-10,Families,Room Based Capacity,North York,0,0,68,68,0,1,100
2024-01-10,Families,Room Based Capacity,North York,0,0,161,161,0,1,100
2024-01-10,Mixed Adult,Room Based Capacity,Etobicoke,0,0,145,145,0,1,100
2024-01-10,Men,Room Based Capacity,Toronto,0,0,39,39,0,1,100
2024-01-10,Men,Bed Based Capacity,Toronto,42,42,0,0,1,0,100
2024-01-10,Men,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,22,22,0,0,1,0,100
2024-01-10,Families,Room Based Capacity,Toronto,0,0,30,30,0,1,100
2024-01-10,Families,Room Based Capacity,Toronto,0,0,64,64,0,1,100
2024-01-10,Mixed Adult,Room Based Capacity,North York,0,0,12,12,0,1,100
2024-01-10,Mixed Adult,Room Based Capacity,North York,0,0,78,80,0,0.975,97.5
2024-01-10,Mixed Adult,Room Based Capacity,North York,0,0,15,15,0,1,100
2024-01-10,Mixed Adult,Room Based Capacity,North York,0,0,76,76,0,1,100
2024-01-10,Men,Bed Based Capacity,Toronto,14,18,0,0,0.7777777777777778,0,77.77777777777779
2024-01-10,Women,Room Based Capacity,Scarborough,0,0,103,103,0,1,100
2024-01-10,Families,Room Based Capacity,Toronto,0,0,41,41,0,1,100
2024-01-10,Families,Room Based Capacity,Toronto,0,0,46,46,0,1,100
2024-01-10,Families,Room Based Capacity,Toronto,0,0,20,20,0,1,100
2024-01-10,Men,Bed Based Capacity,Toronto,63,68,0,0,0.9264705882352942,0,92.64705882352942
2024-01-10,Mixed Adult,Room Based Capacity,Vaughan,0,0,63,69,0,0.9130434782608695,91.30434782608695
2024-01-10,Men,Bed Based Capacity,Toronto,47,48,0,0,0.9791666666666666,0,97.91666666666666
2024-01-10,Men,Bed Based Capacity,Toronto,101,101,0,0,1,0,100
2024-01-10,Families,Room Based Capacity,Toronto,0,0,31,31,0,1,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,48,48,0,0,1,0,100
2024-01-10,Mixed Adult,Room Based Capacity,NA,0,0,132,132,0,1,100
2024-01-10,Mixed Adult,Room Based Capacity,NA,0,0,14,14,0,1,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,92,93,0,0,0.989247311827957,0,98.9247311827957
2024-01-10,Men,Bed Based Capacity,Toronto,62,62,0,0,1,0,100
2024-01-10,Men,Bed Based Capacity,Toronto,66,68,0,0,0.9705882352941176,0,97.05882352941177
2024-01-10,Men,Bed Based Capacity,Toronto,121,121,0,0,1,0,100
2024-01-10,Men,Bed Based Capacity,Toronto,32,36,0,0,0.8888888888888888,0,88.88888888888889
2024-01-10,Men,Bed Based Capacity,Toronto,16,16,0,0,1,0,100
2024-01-10,Men,Bed Based Capacity,Toronto,53,53,0,0,1,0,100
2024-01-10,Men,Bed Based Capacity,Toronto,105,105,0,0,1,0,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,33,35,0,0,0.9428571428571428,0,94.28571428571428
2024-01-10,Mixed Adult,Room Based Capacity,Toronto,0,0,61,65,0,0.9384615384615385,93.84615384615384
2024-01-10,Women,Bed Based Capacity,Toronto,86,87,0,0,0.9885057471264368,0,98.85057471264368
2024-01-10,Men,Bed Based Capacity,Toronto,28,28,0,0,1,0,100
2024-01-10,Youth,Bed Based Capacity,Toronto,2,2,0,0,1,0,100
2024-01-10,Youth,Bed Based Capacity,Toronto,94,94,0,0,1,0,100
2024-01-10,Youth,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-10,Youth,Bed Based Capacity,Toronto,27,28,0,0,0.9642857142857143,0,96.42857142857143
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,78,78,0,0,1,0,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,119,119,0,0,1,0,100
2024-01-10,Mixed Adult,Bed Based Capacity,Scarborough,50,50,0,0,1,0,100
2024-01-10,Mixed Adult,Room Based Capacity,Toronto,0,0,81,84,0,0.9642857142857143,96.42857142857143
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,62,62,0,0,1,0,100
2024-01-10,Men,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,37,40,0,0,0.925,0,92.5
2024-01-10,Youth,Bed Based Capacity,Toronto,50,50,0,0,1,0,100
2024-01-10,Youth,Bed Based Capacity,Toronto,40,40,0,0,1,0,100
2024-01-10,Youth,Room Based Capacity,Scarborough,0,0,46,46,0,1,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,5,5,0,0,1,0,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,8,10,0,0,0.8,0,80
2024-01-10,Women,Bed Based Capacity,Toronto,35,37,0,0,0.9459459459459459,0,94.5945945945946
2024-01-10,Women,Bed Based Capacity,Toronto,23,25,0,0,0.92,0,92
2024-01-10,Women,Bed Based Capacity,Toronto,51,52,0,0,0.9807692307692307,0,98.07692307692307
2024-01-10,Women,Bed Based Capacity,Toronto,36,36,0,0,1,0,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,69,69,0,0,1,0,100
2024-01-10,Mixed Adult,Room Based Capacity,North York,0,0,271,271,0,1,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,66,70,0,0,0.9428571428571428,0,94.28571428571428
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,57,60,0,0,0.95,0,95
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,119,120,0,0,0.9916666666666667,0,99.16666666666667
2024-01-10,Youth,Bed Based Capacity,Toronto,6,6,0,0,1,0,100
2024-01-10,Youth,Bed Based Capacity,Toronto,25,26,0,0,0.9615384615384616,0,96.15384615384616
2024-01-10,Men,Bed Based Capacity,Toronto,24,25,0,0,0.96,0,96
2024-01-10,Men,Bed Based Capacity,Toronto,35,35,0,0,1,0,100
2024-01-10,Men,Bed Based Capacity,Toronto,4,5,0,0,0.8,0,80
2024-01-10,Men,Room Based Capacity,Toronto,0,0,47,47,0,1,100
2024-01-10,Women,Bed Based Capacity,Toronto,61,61,0,0,1,0,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,110,110,0,0,1,0,100
2024-01-10,Men,Bed Based Capacity,Toronto,34,34,0,0,1,0,100
2024-01-10,Women,Bed Based Capacity,Toronto,66,66,0,0,1,0,100
2024-01-10,Men,Bed Based Capacity,Toronto,73,73,0,0,1,0,100
2024-01-10,Mixed Adult,Bed Based Capacity,Scarborough,89,89,0,0,1,0,100
2024-01-10,Mixed Adult,Room Based Capacity,Toronto,0,0,7,7,0,1,100
2024-01-10,Men,Bed Based Capacity,North York,278,278,0,0,1,0,100
2024-01-10,Women,Bed Based Capacity,North York,132,132,0,0,1,0,100
2024-01-10,Men,Bed Based Capacity,North York,6,6,0,0,1,0,100
2024-01-10,Women,Bed Based Capacity,North York,2,4,0,0,0.5,0,50
2024-01-10,Mixed Adult,Room Based Capacity,Scarborough,0,0,326,326,0,1,100
2024-01-10,Mixed Adult,Room Based Capacity,Toronto,0,0,167,167,0,1,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,37,37,0,0,1,0,100
2024-01-10,Mixed Adult,Bed Based Capacity,NA,18,18,0,0,1,0,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,83,83,0,0,1,0,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,49,49,0,0,1,0,100
2024-01-10,Youth,Bed Based Capacity,Toronto,45,45,0,0,1,0,100
2024-01-10,Youth,Bed Based Capacity,Toronto,23,23,0,0,1,0,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-10,Men,Bed Based Capacity,Toronto,54,54,0,0,1,0,100
2024-01-10,Men,Bed Based Capacity,Toronto,13,17,0,0,0.7647058823529411,0,76.47058823529412
2024-01-10,Youth,Bed Based Capacity,Toronto,11,12,0,0,0.9166666666666666,0,91.66666666666666
2024-01-10,Youth,Bed Based Capacity,Toronto,12,15,0,0,0.8,0,80
2024-01-10,Women,Bed Based Capacity,Toronto,16,16,0,0,1,0,100
2024-01-10,Women,Bed Based Capacity,Toronto,20,20,0,0,1,0,100
2024-01-10,Women,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-10,Women,Bed Based Capacity,Toronto,39,39,0,0,1,0,100
2024-01-10,Women,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,72,72,0,0,1,0,100
2024-01-10,Men,Room Based Capacity,Toronto,0,0,30,30,0,1,100
2024-01-10,Women,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-10,Women,Room Based Capacity,Toronto,0,0,33,33,0,1,100
2024-01-10,Families,Room Based Capacity,Toronto,0,0,76,77,0,0.987012987012987,98.7012987012987
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,94,94,0,0,1,0,100
2024-01-10,Families,Room Based Capacity,Toronto,0,0,25,27,0,0.9259259259259259,92.5925925925926
2024-01-10,Women,Bed Based Capacity,Toronto,85,85,0,0,1,0,100
2024-01-10,Women,Room Based Capacity,North York,0,0,53,53,0,1,100
2024-01-10,Men,Bed Based Capacity,Toronto,78,78,0,0,1,0,100
2024-01-10,Men,Room Based Capacity,Scarborough,0,0,130,130,0,1,100
2024-01-10,Men,Bed Based Capacity,Toronto,264,264,0,0,1,0,100
2024-01-10,Men,Room Based Capacity,North York,0,0,52,52,0,1,100
2024-01-10,Men,Bed Based Capacity,Toronto,52,52,0,0,1,0,100
2024-01-10,Men,Bed Based Capacity,Toronto,46,46,0,0,1,0,100
2024-01-10,Women,Bed Based Capacity,Toronto,37,37,0,0,1,0,100
2024-01-10,Men,Bed Based Capacity,Toronto,71,71,0,0,1,0,100
2024-01-10,Men,Bed Based Capacity,Toronto,49,49,0,0,1,0,100
2024-01-10,Families,Room Based Capacity,Toronto,0,0,4,4,0,1,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,6,6,0,0,1,0,100
2024-01-10,Youth,Bed Based Capacity,Toronto,35,35,0,0,1,0,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,32,32,0,0,1,0,100
2024-01-10,Women,Bed Based Capacity,NA,11,12,0,0,0.9166666666666666,0,91.66666666666666
2024-01-10,Families,Room Based Capacity,Toronto,0,0,27,27,0,1,100
2024-01-10,Youth,Bed Based Capacity,Toronto,40,40,0,0,1,0,100
2024-01-10,Youth,Bed Based Capacity,Toronto,25,25,0,0,1,0,100
2024-01-10,Women,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-10,Youth,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
