occupancy_date,sector,capacity_type,location_city,occupied_beds,capacity_actual_bed,occupied_rooms,capacity_actual_room,occupancy_rate_beds,occupancy_rate_rooms,occupancy_rate
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-11,Men,Bed Based Capacity,Toronto,54,54,0,0,1,0,100
2024-01-11,Men,Bed Based Capacity,Toronto,13,17,0,0,0.7647058823529411,0,76.47058823529412
2024-01-11,Youth,Bed Based Capacity,Toronto,11,12,0,0,0.9166666666666666,0,91.66666666666666
2024-01-11,Youth,Bed Based Capacity,Toronto,11,15,0,0,0.7333333333333333,0,73.33333333333333
2024-01-11,Women,Bed Based Capacity,Toronto,16,16,0,0,1,0,100
2024-01-11,Women,Bed Based Capacity,Toronto,20,20,0,0,1,0,100
2024-01-11,Women,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-11,Women,Bed Based Capacity,Toronto,39,39,0,0,1,0,100
2024-01-11,Women,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,72,72,0,0,1,0,100
2024-01-11,Men,Room Based Capacity,Toronto,0,0,30,30,0,1,100
2024-01-11,Women,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-11,Women,Room Based Capacity,Toronto,0,0,33,33,0,1,100
2024-01-11,Families,Room Based Capacity,Toronto,0,0,76,77,0,0.987012987012987,98.7012987012987
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,94,94,0,0,1,0,100
2024-01-11,Families,Room Based Capacity,Toronto,0,0,25,27,0,0.9259259259259259,92.5925925925926
2024-01-11,Women,Bed Based Capacity,Toronto,85,85,0,0,1,0,100
2024-01-11,Women,Room Based Capacity,North York,0,0,53,53,0,1,100
2024-01-11,Men,Bed Based Capacity,Toronto,78,78,0,0,1,0,100
2024-01-11,Men,Room Based Capacity,Scarborough,0,0,130,130,0,1,100
2024-01-11,Men,Bed Based Capacity,Toronto,264,264,0,0,1,0,100
2024-01-11,Men,Room Based Capacity,North York,0,0,52,52,0,1,100
2024-01-11,Men,Bed Based Capacity,Toronto,52,52,0,0,1,0,100
2024-01-11,Men,Bed Based Capacity,Toronto,46,46,0,0,1,0,100
2024-01-11,Women,Bed Based Capacity,Toronto,37,37,0,0,1,0,100
2024-01-11,Men,Bed Based Capacity,Toronto,71,71,0,0,1,0,100
2024-01-11,Men,Bed Based Capacity,Toronto,49,49,0,0,1,0,100
2024-01-11,Families,Room Based Capacity,Toronto,0,0,4,4,0,1,100
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,6,6,0,0,1,0,100
2024-01-11,Youth,Bed Based Capacity,Toronto,35,35,0,0,1,0,100
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,32,32,0,0,1,0,100
2024-01-11,Women,Bed Based Capacity,NA,12,12,0,0,1,0,100
2024-01-11,Families,Room Based Capacity,Toronto,0,0,27,27,0,1,100
2024-01-11,Youth,Bed Based Capacity,Toronto,40,40,0,0,1,0,100
2024-01-11,Youth,Bed Based Capacity,Toronto,25,25,0,0,1,0,100
2024-01-11,Women,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-11,Youth,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-11,Women,Bed Based Capacity,Toronto,28,28,0,0,1,0,100
2024-01-11,Youth,Bed Based Capacity,Toronto,27,27,0,0,1,0,100
2024-01-11,Youth,Bed Based Capacity,Etobicoke,33,33,0,0,1,0,100
2024-01-11,Youth,Bed Based Capacity,Etobicoke,20,20,0,0,1,0,100
2024-01-11,Youth,Bed Based Capacity,Scarborough,10,10,0,0,1,0,100
2024-01-11,Youth,Bed Based Capacity,Scarborough,40,41,0,0,0.975609756097561,0,97.5609756097561
2024-01-12,Families,Room Based Capacity,Toronto,0,0,150,150,0,1,100
2024-01-12,Mixed Adult,Room Based Capacity,Toronto,0,0,57,57,0,1,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,8,8,0,0,1,0,100
2024-01-12,Families,Room Based Capacity,North York,0,0,67,67,0,1,100
2024-01-12,Families,Room Based Capacity,North York,0,0,162,162,0,1,100
2024-01-12,Mixed Adult,Room Based Capacity,Etobicoke,0,0,145,145,0,1,100
2024-01-12,Men,Room Based Capacity,Toronto,0,0,39,39,0,1,100
2024-01-12,Men,Bed Based Capacity,Toronto,42,42,0,0,1,0,100
2024-01-12,Men,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,23,23,0,0,1,0,100
2024-01-12,Families,Room Based Capacity,Toronto,0,0,30,30,0,1,100
2024-01-12,Families,Room Based Capacity,Toronto,0,0,64,64,0,1,100
2024-01-12,Mixed Adult,Room Based Capacity,North York,0,0,12,12,0,1,100
2024-01-12,Mixed Adult,Room Based Capacity,North York,0,0,81,81,0,1,100
2024-01-12,Mixed Adult,Room Based Capacity,North York,0,0,15,15,0,1,100
2024-01-12,Mixed Adult,Room Based Capacity,North York,0,0,77,77,0,1,100
2024-01-12,Men,Bed Based Capacity,Toronto,13,18,0,0,0.7222222222222222,0,72.22222222222221
2024-01-12,Women,Room Based Capacity,Scarborough,0,0,102,103,0,0.9902912621359223,99.02912621359224
2024-01-12,Families,Room Based Capacity,Toronto,0,0,42,42,0,1,100
2024-01-12,Families,Room Based Capacity,Toronto,0,0,46,46,0,1,100
2024-01-12,Families,Room Based Capacity,Toronto,0,0,20,20,0,1,100
2024-01-12,Men,Bed Based Capacity,Toronto,63,68,0,0,0.9264705882352942,0,92.64705882352942
2024-01-12,Mixed Adult,Room Based Capacity,Vaughan,0,0,63,69,0,0.9130434782608695,91.30434782608695
2024-01-12,Men,Bed Based Capacity,Toronto,47,48,0,0,0.9791666666666666,0,97.91666666666666
2024-01-12,Men,Bed Based Capacity,Toronto,101,101,0,0,1,0,100
2024-01-12,Families,Room Based Capacity,Toronto,0,0,30,30,0,1,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,48,48,0,0,1,0,100
2024-01-12,Mixed Adult,Room Based Capacity,NA,0,0,143,143,0,1,100
2024-01-12,Mixed Adult,Room Based Capacity,NA,0,0,14,14,0,1,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,93,93,0,0,1,0,100
2024-01-12,Men,Bed Based Capacity,Toronto,62,62,0,0,1,0,100
2024-01-12,Men,Bed Based Capacity,Toronto,67,68,0,0,0.9852941176470589,0,98.52941176470588
2024-01-12,Men,Bed Based Capacity,Toronto,121,121,0,0,1,0,100
2024-01-12,Men,Bed Based Capacity,Toronto,32,36,0,0,0.8888888888888888,0,88.88888888888889
2024-01-12,Men,Bed Based Capacity,Toronto,16,16,0,0,1,0,100
2024-01-12,Men,Bed Based Capacity,Toronto,53,53,0,0,1,0,100
2024-01-12,Men,Bed Based Capacity,Toronto,105,105,0,0,1,0,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,32,35,0,0,0.9142857142857143,0,91.42857142857143
2024-01-12,Mixed Adult,Room Based Capacity,Toronto,0,0,61,65,0,0.9384615384615385,93.84615384615384
2024-01-12,Women,Bed Based Capacity,Toronto,88,88,0,0,1,0,100
2024-01-12,Men,Bed Based Capacity,Toronto,28,28,0,0,1,0,100
2024-01-12,Youth,Bed Based Capacity,Toronto,2,2,0,0,1,0,100
2024-01-12,Youth,Bed Based Capacity,Toronto,94,94,0,0,1,0,100
2024-01-12,Youth,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-12,Youth,Bed Based Capacity,Toronto,27,28,0,0,0.9642857142857143,0,96.42857142857143
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,77,78,0,0,0.9871794871794872,0,98.71794871794873
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,120,120,0,0,1,0,100
2024-01-12,Mixed Adult,Bed Based Capacity,Scarborough,50,50,0,0,1,0,100
2024-01-12,Mixed Adult,Room Based Capacity,Toronto,0,0,81,82,0,0.9878048780487805,98.78048780487805
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,62,62,0,0,1,0,100
2024-01-12,Men,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,43,46,0,0,0.9347826086956522,0,93.47826086956522
2024-01-12,Youth,Bed Based Capacity,Toronto,49,50,0,0,0.98,0,98
2024-01-12,Youth,Bed Based Capacity,Toronto,40,40,0,0,1,0,100
2024-01-12,Youth,Room Based Capacity,Scarborough,0,0,46,46,0,1,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,5,5,0,0,1,0,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,8,10,0,0,0.8,0,80
2024-01-12,Women,Bed Based Capacity,Toronto,37,37,0,0,1,0,100
2024-01-12,Women,Bed Based Capacity,Toronto,23,25,0,0,0.92,0,92
2024-01-12,Women,Bed Based Capacity,Toronto,52,52,0,0,1,0,100
2024-01-12,Women,Bed Based Capacity,Toronto,36,36,0,0,1,0,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,69,69,0,0,1,0,100
2024-01-12,Mixed Adult,Room Based Capacity,North York,0,0,269,269,0,1,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,64,69,0,0,0.927536231884058,0,92.7536231884058
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,60,60,0,0,1,0,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,119,120,0,0,0.9916666666666667,0,99.16666666666667
2024-01-12,Youth,Bed Based Capacity,Toronto,6,6,0,0,1,0,100
2024-01-12,Youth,Bed Based Capacity,Toronto,25,26,0,0,0.9615384615384616,0,96.15384615384616
2024-01-12,Men,Bed Based Capacity,Toronto,24,25,0,0,0.96,0,96
2024-01-12,Men,Bed Based Capacity,Toronto,34,35,0,0,0.9714285714285714,0,97.14285714285714
2024-01-12,Men,Bed Based Capacity,Toronto,4,5,0,0,0.8,0,80
2024-01-12,Men,Room Based Capacity,Toronto,0,0,47,47,0,1,100
2024-01-12,Women,Bed Based Capacity,Toronto,61,61,0,0,1,0,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,110,110,0,0,1,0,100
2024-01-12,Men,Bed Based Capacity,Toronto,34,34,0,0,1,0,100
2024-01-12,Women,Bed Based Capacity,Toronto,66,66,0,0,1,0,100
2024-01-12,Men,Bed Based Capacity,Toronto,73,73,0,0,1,0,100
2024-01-12,Mixed Adult,Bed Based Capacity,Scarborough,89,89,0,0,1,0,100
2024-01-12,Mixed Adult,Room Based Capacity,Toronto,0,0,7,7,0,1,100
2024-01-12,Men,Bed Based Capacity,North York,278,278,0,0,1,0,100
2024-01-12,Women,Bed Based Capacity,North York,132,132,0,0,1,0,100
2024-01-12,Men,Bed Based Capacity,North York,3,6,0,0,0.5,0,50
2024-01-12,Women,Bed Based Capacity,North York,4,4,0,0,1,0,100
2024-01-12,Mixed Adult,Room Based Capacity,Scarborough,0,0,326,326,0,1,100
2024-01-12,Mixed Adult,Room Based Capacity,Toronto,0,0,169,169,0,1,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,37,37,0,0,1,0,100
2024-01-12,Mixed Adult,Bed Based Capacity,NA,18,18,0,0,1,0,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,84,84,0,0,1,0,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,49,49,0,0,1,0,100
2024-01-12,Youth,Bed Based Capacity,Toronto,45,45,0,0,1,0,100
2024-01-12,Youth,Bed Based Capacity,Toronto,23,23,0,0,1,0,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-12,Men,Bed Based Capacity,Toronto,54,54,0,0,1,0,100
2024-01-12,Men,Bed Based Capacity,Toronto,15,17,0,0,0.8823529411764706,0,88.23529411764706
2024-01-12,Youth,Bed Based Capacity,Toronto,11,12,0,0,0.9166666666666666,0,91.66666666666666
2024-01-12,Youth,Bed Based Capacity,Toronto,11,15,0,0,0.7333333333333333,0,73.33333333333333
2024-01-12,Women,Bed Based Capacity,Toronto,16,16,0,0,1,0,100
2024-01-12,Women,Bed Based Capacity,Toronto,20,20,0,0,1,0,100
2024-01-12,Women,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-12,Women,Bed Based Capacity,Toronto,39,39,0,0,1,0,100
2024-01-12,Women,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,72,72,0,0,1,0,100
2024-01-12,Men,Room Based Capacity,Toronto,0,0,30,30,0,1,100
2024-01-12,Women,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-12,Women,Room Based Capacity,Toronto,0,0,33,33,0,1,100
2024-01-12,Families,Room Based Capacity,Toronto,0,0,77,77,0,1,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,94,94,0,0,1,0,100
2024-01-12,Families,Room Based Capacity,Toronto,0,0,25,27,0,0.9259259259259259,92.5925925925926
2024-01-12,Women,Bed Based Capacity,Toronto,85,85,0,0,1,0,100
2024-01-12,Women,Room Based Capacity,North York,0,0,53,53,0,1,100
2024-01-12,Men,Bed Based Capacity,Toronto,78,78,0,0,1,0,100
2024-01-12,Men,Room Based Capacity,Scarborough,0,0,130,130,0,1,100
2024-01-12,Men,Bed Based Capacity,Toronto,264,264,0,0,1,0,100
2024-01-12,Men,Room Based Capacity,North York,0,0,52,52,0,1,100
2024-01-12,Men,Bed Based Capacity,Toronto,52,52,0,0,1,0,100
2024-01-12,Men,Bed Based Capacity,Toronto,46,46,0,0,1,0,100
2024-01-12,Women,Bed Based Capacity,Toronto,37,37,0,0,1,0,100
2024-01-12,Men,Bed Based Capacity,Toronto,71,71,0,0,1,0,100
2024-01-12,Men,Bed Based Capacity,Toronto,49,49,0,0,1,0,100
2024-01-12,Families,Room Based Capacity,Toronto,0,0,4,4,0,1,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,6,6,0,0,1,0,100
2024-01-12,Youth,Bed Based Capacity,Toronto,35,35,0,0,1,0,100
2024-01-12,Mixed Adult,Bed Based Capacity,Toronto,32,32,0,0,1,0,100
2024-01-12,Women,Bed Based Capacity,NA,12,12,0,0,1,0,100
2024-01-12,Families,Room Based Capacity,Toronto,0,0,27,27,0,1,100
2024-01-12,Youth,Bed Based Capacity,Toronto,40,40,0,0,1,0,100
2024-01-12,Youth,Bed Based Capacity,Toronto,25,25,0,0,1,0,100
2024-01-12,Women,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-12,Youth,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-12,Women,Bed Based Capacity,Toronto,28,28,0,0,1,0,100
2024-01-12,Youth,Bed Based Capacity,Toronto,27,27,0,0,1,0,100
2024-01-12,Youth,Bed Based Capacity,Etobicoke,33,33,0,0,1,0,100
2024-01-12,Youth,Bed Based Capacity,Etobicoke,20,20,0,0,1,0,100
2024-01-12,Youth,Bed Based Capacity,Scarborough,10,10,0,0,1,0,100
2024-01-12,Youth,Bed Based Capacity,Scarborough,40,41,0,0,0.975609756097561,0,97.5609756097561
2024-01-13,Families,Room Based Capacity,Toronto,0,0,150,150,0,1,100
2024-01-13,Mixed Adult,Room Based Capacity,Toronto,0,0,57,57,0,1,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,8,8,0,0,1,0,100
2024-01-13,Families,Room Based Capacity,North York,0,0,67,67,0,1,100
2024-01-13,Families,Room Based Capacity,North York,0,0,160,160,0,1,100
2024-01-13,Mixed Adult,Room Based Capacity,Etobicoke,0,0,145,145,0,1,100
2024-01-13,Men,Room Based Capacity,Toronto,0,0,39,39,0,1,100
2024-01-13,Men,Bed Based Capacity,Toronto,42,42,0,0,1,0,100
2024-01-13,Men,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,23,23,0,0,1,0,100
2024-01-13,Families,Room Based Capacity,Toronto,0,0,30,30,0,1,100
2024-01-13,Families,Room Based Capacity,Toronto,0,0,64,64,0,1,100
2024-01-13,Mixed Adult,Room Based Capacity,North York,0,0,12,12,0,1,100
2024-01-13,Mixed Adult,Room Based Capacity,North York,0,0,81,81,0,1,100
2024-01-13,Mixed Adult,Room Based Capacity,North York,0,0,15,15,0,1,100
2024-01-13,Mixed Adult,Room Based Capacity,North York,0,0,77,77,0,1,100
2024-01-13,Men,Bed Based Capacity,Toronto,14,18,0,0,0.7777777777777778,0,77.77777777777779
2024-01-13,Women,Room Based Capacity,Scarborough,0,0,103,103,0,1,100
2024-01-13,Families,Room Based Capacity,Toronto,0,0,42,42,0,1,100
2024-01-13,Families,Room Based Capacity,Toronto,0,0,48,48,0,1,100
2024-01-13,Families,Room Based Capacity,Toronto,0,0,20,20,0,1,100
2024-01-13,Men,Bed Based Capacity,Toronto,64,68,0,0,0.9411764705882353,0,94.11764705882352
2024-01-13,Mixed Adult,Room Based Capacity,Vaughan,0,0,63,69,0,0.9130434782608695,91.30434782608695
2024-01-13,Men,Bed Based Capacity,Toronto,47,48,0,0,0.9791666666666666,0,97.91666666666666
2024-01-13,Men,Bed Based Capacity,Toronto,101,101,0,0,1,0,100
2024-01-13,Families,Room Based Capacity,Toronto,0,0,30,30,0,1,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,48,48,0,0,1,0,100
2024-01-13,Mixed Adult,Room Based Capacity,NA,0,0,143,143,0,1,100
2024-01-13,Mixed Adult,Room Based Capacity,NA,0,0,13,13,0,1,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,93,93,0,0,1,0,100
2024-01-13,Men,Bed Based Capacity,Toronto,62,62,0,0,1,0,100
2024-01-13,Men,Bed Based Capacity,Toronto,68,68,0,0,1,0,100
2024-01-13,Men,Bed Based Capacity,Toronto,121,121,0,0,1,0,100
2024-01-13,Men,Bed Based Capacity,Toronto,32,36,0,0,0.8888888888888888,0,88.88888888888889
2024-01-13,Men,Bed Based Capacity,Toronto,16,16,0,0,1,0,100
2024-01-13,Men,Bed Based Capacity,Toronto,53,53,0,0,1,0,100
2024-01-13,Men,Bed Based Capacity,Toronto,105,105,0,0,1,0,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,33,35,0,0,0.9428571428571428,0,94.28571428571428
2024-01-13,Mixed Adult,Room Based Capacity,Toronto,0,0,61,65,0,0.9384615384615385,93.84615384615384
2024-01-13,Women,Bed Based Capacity,Toronto,88,88,0,0,1,0,100
2024-01-13,Men,Bed Based Capacity,Toronto,28,28,0,0,1,0,100
2024-01-13,Youth,Bed Based Capacity,Toronto,2,2,0,0,1,0,100
2024-01-13,Youth,Bed Based Capacity,Toronto,94,94,0,0,1,0,100
2024-01-13,Youth,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-13,Youth,Bed Based Capacity,Toronto,27,28,0,0,0.9642857142857143,0,96.42857142857143
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,78,78,0,0,1,0,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,120,120,0,0,1,0,100
2024-01-13,Mixed Adult,Bed Based Capacity,Scarborough,50,50,0,0,1,0,100
2024-01-13,Mixed Adult,Room Based Capacity,Toronto,0,0,81,82,0,0.9878048780487805,98.78048780487805
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,62,62,0,0,1,0,100
2024-01-13,Men,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,45,46,0,0,0.9782608695652174,0,97.82608695652173
2024-01-13,Youth,Bed Based Capacity,Toronto,49,50,0,0,0.98,0,98
2024-01-13,Youth,Bed Based Capacity,Toronto,40,40,0,0,1,0,100
2024-01-13,Youth,Room Based Capacity,Scarborough,0,0,46,46,0,1,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,5,5,0,0,1,0,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,8,10,0,0,0.8,0,80
2024-01-13,Women,Bed Based Capacity,Toronto,37,37,0,0,1,0,100
2024-01-13,Women,Bed Based Capacity,Toronto,23,25,0,0,0.92,0,92
2024-01-13,Women,Bed Based Capacity,Toronto,52,52,0,0,1,0,100
2024-01-13,Women,Bed Based Capacity,Toronto,36,36,0,0,1,0,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,69,69,0,0,1,0,100
2024-01-13,Mixed Adult,Room Based Capacity,North York,0,0,269,269,0,1,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,63,69,0,0,0.9130434782608695,0,91.30434782608695
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,60,60,0,0,1,0,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,120,120,0,0,1,0,100
2024-01-13,Youth,Bed Based Capacity,Toronto,6,6,0,0,1,0,100
2024-01-13,Youth,Bed Based Capacity,Toronto,25,26,0,0,0.9615384615384616,0,96.15384615384616
2024-01-13,Men,Bed Based Capacity,Toronto,24,25,0,0,0.96,0,96
2024-01-13,Men,Bed Based Capacity,Toronto,34,35,0,0,0.9714285714285714,0,97.14285714285714
2024-01-13,Men,Bed Based Capacity,Toronto,4,5,0,0,0.8,0,80
2024-01-13,Men,Room Based Capacity,Toronto,0,0,47,47,0,1,100
2024-01-13,Women,Bed Based Capacity,Toronto,61,61,0,0,1,0,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,110,110,0,0,1,0,100
2024-01-13,Men,Bed Based Capacity,Toronto,34,34,0,0,1,0,100
2024-01-13,Women,Bed Based Capacity,Toronto,66,66,0,0,1,0,100
2024-01-13,Men,Bed Based Capacity,Toronto,73,73,0,0,1,0,100
2024-01-13,Mixed Adult,Bed Based Capacity,Scarborough,89,89,0,0,1,0,100
2024-01-13,Mixed Adult,Room Based Capacity,Toronto,0,0,7,7,0,1,100
2024-01-13,Men,Bed Based Capacity,North York,278,278,0,0,1,0,100
2024-01-13,Women,Bed Based Capacity,North York,132,132,0,0,1,0,100
2024-01-13,Men,Bed Based Capacity,North York,6,6,0,0,1,0,100
2024-01-13,Women,Bed Based Capacity,North York,4,4,0,0,1,0,100
2024-01-13,Mixed Adult,Room Based Capacity,Scarborough,0,0,325,325,0,1,100
2024-01-13,Mixed Adult,Room Based Capacity,Toronto,0,0,169,169,0,1,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,37,37,0,0,1,0,100
2024-01-13,Mixed Adult,Bed Based Capacity,NA,18,18,0,0,1,0,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,84,84,0,0,1,0,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,49,49,0,0,1,0,100
2024-01-13,Youth,Bed Based Capacity,Toronto,45,45,0,0,1,0,100
2024-01-13,Youth,Bed Based Capacity,Toronto,23,23,0,0,1,0,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-13,Men,Bed Based Capacity,Toronto,54,54,0,0,1,0,100
2024-01-13,Men,Bed Based Capacity,Toronto,15,17,0,0,0.8823529411764706,0,88.23529411764706
2024-01-13,Youth,Bed Based Capacity,Toronto,11,12,0,0,0.9166666666666666,0,91.66666666666666
2024-01-13,Youth,Bed Based Capacity,Toronto,11,15,0,0,0.7333333333333333,0,73.33333333333333
2024-01-13,Women,Bed Based Capacity,Toronto,16,16,0,0,1,0,100
2024-01-13,Women,Bed Based Capacity,Toronto,20,20,0,0,1,0,100
2024-01-13,Women,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-13,Women,Bed Based Capacity,Toronto,39,39,0,0,1,0,100
2024-01-13,Women,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,72,72,0,0,1,0,100
2024-01-13,Men,Room Based Capacity,Toronto,0,0,30,30,0,1,100
2024-01-13,Women,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-13,Women,Room Based Capacity,Toronto,0,0,33,33,0,1,100
2024-01-13,Families,Room Based Capacity,Toronto,0,0,77,77,0,1,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,94,94,0,0,1,0,100
2024-01-13,Families,Room Based Capacity,Toronto,0,0,25,27,0,0.9259259259259259,92.5925925925926
2024-01-13,Women,Bed Based Capacity,Toronto,85,85,0,0,1,0,100
2024-01-13,Women,Room Based Capacity,North York,0,0,53,53,0,1,100
2024-01-13,Men,Bed Based Capacity,Toronto,78,78,0,0,1,0,100
2024-01-13,Men,Room Based Capacity,Scarborough,0,0,130,130,0,1,100
2024-01-13,Men,Bed Based Capacity,Toronto,264,264,0,0,1,0,100
2024-01-13,Men,Room Based Capacity,North York,0,0,52,52,0,1,100
2024-01-13,Men,Bed Based Capacity,Toronto,52,52,0,0,1,0,100
2024-01-13,Men,Bed Based Capacity,Toronto,46,46,0,0,1,0,100
2024-01-13,Women,Bed Based Capacity,Toronto,37,37,0,0,1,0,100
2024-01-13,Men,Bed Based Capacity,Toronto,71,71,0,0,1,0,100
2024-01-13,Men,Bed Based Capacity,Toronto,50,50,0,0,1,0,100
2024-01-13,Families,Room Based Capacity,Toronto,0,0,4,4,0,1,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,6,6,0,0,1,0,100
2024-01-13,Youth,Bed Based Capacity,Toronto,35,35,0,0,1,0,100
2024-01-13,Mixed Adult,Bed Based Capacity,Toronto,32,32,0,0,1,0,100
2024-01-13,Women,Bed Based Capacity,NA,12,12,0,0,1,0,100
2024-01-13,Families,Room Based Capacity,Toronto,0,0,27,27,0,1,100
2024-01-13,Youth,Bed Based Capacity,Toronto,40,40,0,0,1,0,100
2024-01-13,Youth,Bed Based Capacity,Toronto,25,25,0,0,1,0,100
2024-01-13,Women,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-13,Youth,Bed Based Capacity,Toronto,31,31,0,0,1,0,100
2024-01-13,Women,Bed Based Capacity,Toronto,28,28,0,0,1,0,100
2024-01-13,Youth,Bed Based Capacity,Toronto,27,27,0,0,1,0,100
2024-01-13,Youth,Bed Based Capacity,Etobicoke,33,33,0,0,1,0,100
2024-01-13,Youth,Bed Based Capacity,Etobicoke,20,20,0,0,1,0,100
2024-01-13,Youth,Bed Based Capacity,Scarborough,10,10,0,0,1,0,100
2024-01-13,Youth,Bed Based Capacity,Scarborough,40,41,0,0,0.975609756097561,0,97.5609756097561
2024-01-14,Families,Room Based Capacity,Toronto,0,0,149,150,0,0.9933333333333333,99.33333333333333
2024-01-14,Mixed Adult,Room Based Capacity,Toronto,0,0,57,57,0,1,100
2024-01-14,Mixed Adult,Bed Based Capacity,Toronto,8,8,0,0,1,0,100
2024-01-14,Families,Room Based Capacity,North York,0,0,67,67,0,1,100
2024-01-14,Families,Room Based Capacity,North York,0,0,160,160,0,1,100
2024-01-14,Mixed Adult,Room Based Capacity,Etobicoke,0,0,145,145,0,1,100
2024-01-14,Men,Room Based Capacity,Toronto,0,0,39,39,0,1,100
2024-01-14,Men,Bed Based Capacity,Toronto,42,42,0,0,1,0,100
2024-01-14,Men,Bed Based Capacity,Toronto,30,30,0,0,1,0,100
2024-01-14,Mixed Adult,Bed Based Capacity,Toronto,23,23,0,0,1,0,100
2024-01-14,Families,Room Based Capacity,Toronto,0,0,30,30,0,1,100
2024-01-14,Families,Room Based Capacity,Toronto,0,0,64,64,0,1,100
2024-01-14,Mixed Adult,Room Based Capacity,North York,0,0,12,12,0,1,100
2024-01-14,Mixed Adult,Room Based Capacity,North York,0,0,81,81,0,1,100
2024-01-14,Mixed Adult,Room Based Capacity,North York,0,0,15,15,0,1,100
2024-01-14,Mixed Adult,Room Based Capacity,North York,0,0,77,77,0,1,100
