occupancy_date,sector,capacity_type,location_city,occupancy_rate
2024-01-08,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,87.5
2024-01-08,Families,Room Based Capacity,North York,100
2024-01-08,Families,Room Based Capacity,North York,100
2024-01-08,Mixed Adult,Room Based Capacity,Etobicoke,100
2024-01-08,Men,Room Based Capacity,Toronto,100
2024-01-08,Men,Bed Based Capacity,Toronto,100
2024-01-08,Men,Bed Based Capacity,Toronto,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,69.23076923076923
2024-01-08,Families,Room Based Capacity,Toronto,100
2024-01-08,Families,Room Based Capacity,Toronto,100
2024-01-08,Mixed Adult,Room Based Capacity,North York,100
2024-01-08,Mixed Adult,Room Based Capacity,North York,98.78048780487804
2024-01-08,Mixed Adult,Room Based Capacity,North York,100
2024-01-08,Mixed Adult,Room Based Capacity,North York,100
2024-01-08,Men,Bed Based Capacity,Toronto,66.66666666666666
2024-01-08,Women,Room Based Capacity,Scarborough,100
2024-01-08,Families,Room Based Capacity,Toronto,100
2024-01-08,Families,Room Based Capacity,Toronto,100
2024-01-08,Families,Room Based Capacity,Toronto,94.73684210526316
2024-01-08,Men,Bed Based Capacity,Toronto,94.11764705882352
2024-01-08,Mixed Adult,Room Based Capacity,Vaughan,92.7536231884058
2024-01-08,Men,Bed Based Capacity,Toronto,93.75
2024-01-08,Men,Bed Based Capacity,Toronto,100
2024-01-08,Families,Room Based Capacity,Toronto,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,79.16666666666666
2024-01-08,Mixed Adult,Room Based Capacity,NA,100
2024-01-08,Mixed Adult,Room Based Capacity,NA,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,98.9247311827957
2024-01-08,Men,Bed Based Capacity,Toronto,100
2024-01-08,Men,Bed Based Capacity,Toronto,100
2024-01-08,Men,Bed Based Capacity,Toronto,100
2024-01-08,Men,Bed Based Capacity,Toronto,94.44444444444444
2024-01-08,Men,Bed Based Capacity,Toronto,100
2024-01-08,Men,Bed Based Capacity,Toronto,100
2024-01-08,Men,Bed Based Capacity,Toronto,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,94.28571428571428
2024-01-08,Mixed Adult,Room Based Capacity,Toronto,93.84615384615384
2024-01-08,Women,Bed Based Capacity,Toronto,100
2024-01-08,Men,Bed Based Capacity,Toronto,100
2024-01-08,Youth,Bed Based Capacity,Toronto,100
2024-01-08,Youth,Bed Based Capacity,Toronto,100
2024-01-08,Youth,Bed Based Capacity,Toronto,100
2024-01-08,Youth,Bed Based Capacity,Toronto,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-08,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-08,Mixed Adult,Room Based Capacity,Toronto,97.59036144578312
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-08,Men,Bed Based Capacity,Toronto,100
2024-01-08,Youth,Bed Based Capacity,Toronto,98
2024-01-08,Youth,Bed Based Capacity,Toronto,100
2024-01-08,Youth,Room Based Capacity,Scarborough,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,80
2024-01-08,Women,Bed Based Capacity,Toronto,100
2024-01-08,Women,Bed Based Capacity,Toronto,92
2024-01-08,Women,Bed Based Capacity,Toronto,98.07692307692308
2024-01-08,Women,Bed Based Capacity,Toronto,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-08,Mixed Adult,Room Based Capacity,North York,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,90
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,99.16666666666669
2024-01-08,Youth,Bed Based Capacity,Toronto,100
2024-01-08,Youth,Bed Based Capacity,Toronto,96.15384615384616
2024-01-08,Men,Bed Based Capacity,Toronto,96
2024-01-08,Men,Bed Based Capacity,Toronto,100
2024-01-08,Men,Bed Based Capacity,Toronto,80
2024-01-08,Men,Room Based Capacity,Toronto,100
2024-01-08,Women,Bed Based Capacity,Toronto,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-08,Men,Bed Based Capacity,Toronto,100
2024-01-08,Women,Bed Based Capacity,Toronto,100
2024-01-08,Men,Bed Based Capacity,Toronto,100
2024-01-08,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-08,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-08,Men,Bed Based Capacity,North York,100
2024-01-08,Women,Bed Based Capacity,North York,100
2024-01-08,Men,Bed Based Capacity,North York,100
2024-01-08,Women,Bed Based Capacity,North York,100
2024-01-08,Mixed Adult,Room Based Capacity,Scarborough,100
2024-01-08,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-08,Mixed Adult,Bed Based Capacity,NA,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,97.91666666666666
2024-01-08,Youth,Bed Based Capacity,Toronto,100
2024-01-08,Youth,Bed Based Capacity,Toronto,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-08,Men,Bed Based Capacity,Toronto,100
2024-01-08,Men,Bed Based Capacity,Toronto,82.35294117647058
2024-01-08,Youth,Bed Based Capacity,Toronto,91.66666666666666
2024-01-08,Youth,Bed Based Capacity,Toronto,80
2024-01-08,Women,Bed Based Capacity,Toronto,100
2024-01-08,Women,Bed Based Capacity,Toronto,100
2024-01-08,Women,Bed Based Capacity,Toronto,100
2024-01-08,Women,Bed Based Capacity,Toronto,100
2024-01-08,Women,Bed Based Capacity,Toronto,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-08,Men,Room Based Capacity,Toronto,100
2024-01-08,Women,Bed Based Capacity,Toronto,100
2024-01-08,Women,Room Based Capacity,Toronto,100
2024-01-08,Families,Room Based Capacity,Toronto,98.7012987012987
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-08,Families,Room Based Capacity,Toronto,92.5925925925926
2024-01-08,Women,Bed Based Capacity,Toronto,100
2024-01-08,Women,Room Based Capacity,North York,100
2024-01-08,Men,Bed Based Capacity,Toronto,100
2024-01-08,Men,Room Based Capacity,Scarborough,100
2024-01-08,Men,Bed Based Capacity,Toronto,100
2024-01-08,Men,Room Based Capacity,North York,100
2024-01-08,Men,Bed Based Capacity,Toronto,100
2024-01-08,Men,Bed Based Capacity,Toronto,100
2024-01-08,Women,Bed Based Capacity,Toronto,100
2024-01-08,Men,Bed Based Capacity,Toronto,100
2024-01-08,Men,Bed Based Capacity,Toronto,100
2024-01-08,Families,Room Based Capacity,Toronto,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-08,Youth,Bed Based Capacity,Toronto,100
2024-01-08,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-08,Women,Bed Based Capacity,NA,100
2024-01-08,Families,Room Based Capacity,Toronto,100
2024-01-08,Youth,Bed Based Capacity,Toronto,100
2024-01-08,Youth,Bed Based Capacity,Toronto,100
2024-01-08,Women,Bed Based Capacity,Toronto,100
2024-01-08,Youth,Bed Based Capacity,Toronto,100
2024-01-08,Women,Bed Based Capacity,Toronto,100
2024-01-08,Youth,Bed Based Capacity,Toronto,100
2024-01-08,Youth,Bed Based Capacity,Etobicoke,100
2024-01-08,Youth,Bed Based Capacity,Etobicoke,95
2024-01-08,Youth,Bed Based Capacity,Scarborough,100
2024-01-08,Youth,Bed Based Capacity,Scarborough,97.5609756097561
2024-01-09,Families,Room Based Capacity,Toronto,100
2024-01-09,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,87.5
2024-01-09,Families,Room Based Capacity,North York,100
2024-01-09,Families,Room Based Capacity,North York,99.37888198757764
2024-01-09,Mixed Adult,Room Based Capacity,Etobicoke,100
2024-01-09,Men,Room Based Capacity,Toronto,100
2024-01-09,Men,Bed Based Capacity,Toronto,100
2024-01-09,Men,Bed Based Capacity,Toronto,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,94.73684210526316
2024-01-09,Families,Room Based Capacity,Toronto,100
2024-01-09,Families,Room Based Capacity,Toronto,100
2024-01-09,Mixed Adult,Room Based Capacity,North York,100
2024-01-09,Mixed Adult,Room Based Capacity,North York,98.76543209876544
2024-01-09,Mixed Adult,Room Based Capacity,North York,100
2024-01-09,Mixed Adult,Room Based Capacity,North York,100
2024-01-09,Men,Bed Based Capacity,Toronto,66.66666666666666
2024-01-09,Women,Room Based Capacity,Scarborough,100
2024-01-09,Families,Room Based Capacity,Toronto,100
2024-01-09,Families,Room Based Capacity,Toronto,100
2024-01-09,Families,Room Based Capacity,Toronto,95
2024-01-09,Men,Bed Based Capacity,Toronto,95.58823529411764
2024-01-09,Mixed Adult,Room Based Capacity,Vaughan,91.30434782608695
2024-01-09,Men,Bed Based Capacity,Toronto,93.75
2024-01-09,Men,Bed Based Capacity,Toronto,100
2024-01-09,Families,Room Based Capacity,Toronto,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,97.91666666666666
2024-01-09,Mixed Adult,Room Based Capacity,NA,100
2024-01-09,Mixed Adult,Room Based Capacity,NA,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,98.9247311827957
2024-01-09,Men,Bed Based Capacity,Toronto,100
2024-01-09,Men,Bed Based Capacity,Toronto,98.50746268656717
2024-01-09,Men,Bed Based Capacity,Toronto,100
2024-01-09,Men,Bed Based Capacity,Toronto,91.66666666666666
2024-01-09,Men,Bed Based Capacity,Toronto,100
2024-01-09,Men,Bed Based Capacity,Toronto,100
2024-01-09,Men,Bed Based Capacity,Toronto,99.04761904761904
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,94.28571428571428
2024-01-09,Mixed Adult,Room Based Capacity,Toronto,93.84615384615384
2024-01-09,Women,Bed Based Capacity,Toronto,98.86363636363636
2024-01-09,Men,Bed Based Capacity,Toronto,100
2024-01-09,Youth,Bed Based Capacity,Toronto,100
2024-01-09,Youth,Bed Based Capacity,Toronto,100
2024-01-09,Youth,Bed Based Capacity,Toronto,100
2024-01-09,Youth,Bed Based Capacity,Toronto,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-09,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-09,Mixed Adult,Room Based Capacity,Toronto,97.59036144578312
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-09,Men,Bed Based Capacity,Toronto,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,52.5
2024-01-09,Youth,Bed Based Capacity,Toronto,98
2024-01-09,Youth,Bed Based Capacity,Toronto,100
2024-01-09,Youth,Room Based Capacity,Scarborough,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,80
2024-01-09,Women,Bed Based Capacity,Toronto,97.2972972972973
2024-01-09,Women,Bed Based Capacity,Toronto,92
2024-01-09,Women,Bed Based Capacity,Toronto,94.23076923076924
2024-01-09,Women,Bed Based Capacity,Toronto,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-09,Mixed Adult,Room Based Capacity,North York,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,91.42857142857144
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,98.33333333333331
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,94.16666666666669
2024-01-09,Youth,Bed Based Capacity,Toronto,100
2024-01-09,Youth,Bed Based Capacity,Toronto,96.15384615384616
2024-01-09,Men,Bed Based Capacity,Toronto,96
2024-01-09,Men,Bed Based Capacity,Toronto,100
2024-01-09,Men,Bed Based Capacity,Toronto,80
2024-01-09,Men,Room Based Capacity,Toronto,100
2024-01-09,Women,Bed Based Capacity,Toronto,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-09,Men,Bed Based Capacity,Toronto,100
2024-01-09,Women,Bed Based Capacity,Toronto,100
2024-01-09,Men,Bed Based Capacity,Toronto,100
2024-01-09,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-09,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-09,Men,Bed Based Capacity,North York,100
2024-01-09,Women,Bed Based Capacity,North York,100
2024-01-09,Men,Bed Based Capacity,North York,100
2024-01-09,Women,Bed Based Capacity,North York,100
2024-01-09,Mixed Adult,Room Based Capacity,Scarborough,100
2024-01-09,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-09,Mixed Adult,Bed Based Capacity,NA,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-09,Youth,Bed Based Capacity,Toronto,100
2024-01-09,Youth,Bed Based Capacity,Toronto,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-09,Men,Bed Based Capacity,Toronto,100
2024-01-09,Men,Bed Based Capacity,Toronto,82.35294117647058
2024-01-09,Youth,Bed Based Capacity,Toronto,91.66666666666666
2024-01-09,Youth,Bed Based Capacity,Toronto,80
2024-01-09,Women,Bed Based Capacity,Toronto,100
2024-01-09,Women,Bed Based Capacity,Toronto,100
2024-01-09,Women,Bed Based Capacity,Toronto,100
2024-01-09,Women,Bed Based Capacity,Toronto,100
2024-01-09,Women,Bed Based Capacity,Toronto,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,98.61111111111111
2024-01-09,Men,Room Based Capacity,Toronto,100
2024-01-09,Women,Bed Based Capacity,Toronto,100
2024-01-09,Women,Room Based Capacity,Toronto,100
2024-01-09,Families,Room Based Capacity,Toronto,98.7012987012987
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-09,Families,Room Based Capacity,Toronto,92.5925925925926
2024-01-09,Women,Bed Based Capacity,Toronto,98.82352941176472
2024-01-09,Women,Room Based Capacity,North York,100
2024-01-09,Men,Bed Based Capacity,Toronto,100
2024-01-09,Men,Room Based Capacity,Scarborough,100
2024-01-09,Men,Bed Based Capacity,Toronto,100
2024-01-09,Men,Room Based Capacity,North York,100
2024-01-09,Men,Bed Based Capacity,Toronto,100
2024-01-09,Men,Bed Based Capacity,Toronto,100
2024-01-09,Women,Bed Based Capacity,Toronto,100
2024-01-09,Men,Bed Based Capacity,Toronto,100
2024-01-09,Men,Bed Based Capacity,Toronto,100
2024-01-09,Families,Room Based Capacity,Toronto,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-09,Youth,Bed Based Capacity,Toronto,100
2024-01-09,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-09,Women,Bed Based Capacity,NA,100
2024-01-09,Families,Room Based Capacity,Toronto,100
2024-01-09,Youth,Bed Based Capacity,Toronto,100
2024-01-09,Youth,Bed Based Capacity,Toronto,100
2024-01-09,Women,Bed Based Capacity,Toronto,100
2024-01-09,Youth,Bed Based Capacity,Toronto,100
2024-01-09,Women,Bed Based Capacity,Toronto,100
2024-01-09,Youth,Bed Based Capacity,Toronto,100
2024-01-09,Youth,Bed Based Capacity,Etobicoke,100
2024-01-09,Youth,Bed Based Capacity,Etobicoke,95
2024-01-09,Youth,Bed Based Capacity,Scarborough,100
2024-01-09,Youth,Bed Based Capacity,Scarborough,97.5609756097561
2024-01-10,Families,Room Based Capacity,Toronto,100
2024-01-10,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-10,Families,Room Based Capacity,North York,100
2024-01-10,Families,Room Based Capacity,North York,100
2024-01-10,Mixed Adult,Room Based Capacity,Etobicoke,100
2024-01-10,Men,Room Based Capacity,Toronto,100
2024-01-10,Men,Bed Based Capacity,Toronto,100
2024-01-10,Men,Bed Based Capacity,Toronto,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-10,Families,Room Based Capacity,Toronto,100
2024-01-10,Families,Room Based Capacity,Toronto,100
2024-01-10,Mixed Adult,Room Based Capacity,North York,100
2024-01-10,Mixed Adult,Room Based Capacity,North York,97.5
2024-01-10,Mixed Adult,Room Based Capacity,North York,100
2024-01-10,Mixed Adult,Room Based Capacity,North York,100
2024-01-10,Men,Bed Based Capacity,Toronto,77.77777777777779
2024-01-10,Women,Room Based Capacity,Scarborough,100
2024-01-10,Families,Room Based Capacity,Toronto,100
2024-01-10,Families,Room Based Capacity,Toronto,100
2024-01-10,Families,Room Based Capacity,Toronto,100
2024-01-10,Men,Bed Based Capacity,Toronto,92.64705882352942
2024-01-10,Mixed Adult,Room Based Capacity,Vaughan,91.30434782608695
2024-01-10,Men,Bed Based Capacity,Toronto,97.91666666666666
2024-01-10,Men,Bed Based Capacity,Toronto,100
2024-01-10,Families,Room Based Capacity,Toronto,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-10,Mixed Adult,Room Based Capacity,NA,100
2024-01-10,Mixed Adult,Room Based Capacity,NA,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,98.9247311827957
2024-01-10,Men,Bed Based Capacity,Toronto,100
2024-01-10,Men,Bed Based Capacity,Toronto,97.05882352941175
2024-01-10,Men,Bed Based Capacity,Toronto,100
2024-01-10,Men,Bed Based Capacity,Toronto,88.88888888888889
2024-01-10,Men,Bed Based Capacity,Toronto,100
2024-01-10,Men,Bed Based Capacity,Toronto,100
2024-01-10,Men,Bed Based Capacity,Toronto,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,94.28571428571428
2024-01-10,Mixed Adult,Room Based Capacity,Toronto,93.84615384615384
2024-01-10,Women,Bed Based Capacity,Toronto,98.85057471264368
2024-01-10,Men,Bed Based Capacity,Toronto,100
2024-01-10,Youth,Bed Based Capacity,Toronto,100
2024-01-10,Youth,Bed Based Capacity,Toronto,100
2024-01-10,Youth,Bed Based Capacity,Toronto,100
2024-01-10,Youth,Bed Based Capacity,Toronto,96.42857142857144
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-10,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-10,Mixed Adult,Room Based Capacity,Toronto,96.42857142857144
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-10,Men,Bed Based Capacity,Toronto,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,92.5
2024-01-10,Youth,Bed Based Capacity,Toronto,100
2024-01-10,Youth,Bed Based Capacity,Toronto,100
2024-01-10,Youth,Room Based Capacity,Scarborough,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,80
2024-01-10,Women,Bed Based Capacity,Toronto,94.5945945945946
2024-01-10,Women,Bed Based Capacity,Toronto,92
2024-01-10,Women,Bed Based Capacity,Toronto,98.07692307692308
2024-01-10,Women,Bed Based Capacity,Toronto,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-10,Mixed Adult,Room Based Capacity,North York,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,94.28571428571428
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,95
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,99.16666666666669
2024-01-10,Youth,Bed Based Capacity,Toronto,100
2024-01-10,Youth,Bed Based Capacity,Toronto,96.15384615384616
2024-01-10,Men,Bed Based Capacity,Toronto,96
2024-01-10,Men,Bed Based Capacity,Toronto,100
2024-01-10,Men,Bed Based Capacity,Toronto,80
2024-01-10,Men,Room Based Capacity,Toronto,100
2024-01-10,Women,Bed Based Capacity,Toronto,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-10,Men,Bed Based Capacity,Toronto,100
2024-01-10,Women,Bed Based Capacity,Toronto,100
2024-01-10,Men,Bed Based Capacity,Toronto,100
2024-01-10,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-10,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-10,Men,Bed Based Capacity,North York,100
2024-01-10,Women,Bed Based Capacity,North York,100
2024-01-10,Men,Bed Based Capacity,North York,100
2024-01-10,Women,Bed Based Capacity,North York,50
2024-01-10,Mixed Adult,Room Based Capacity,Scarborough,100
2024-01-10,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-10,Mixed Adult,Bed Based Capacity,NA,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-10,Youth,Bed Based Capacity,Toronto,100
2024-01-10,Youth,Bed Based Capacity,Toronto,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-10,Men,Bed Based Capacity,Toronto,100
2024-01-10,Men,Bed Based Capacity,Toronto,76.47058823529412
2024-01-10,Youth,Bed Based Capacity,Toronto,91.66666666666666
2024-01-10,Youth,Bed Based Capacity,Toronto,80
2024-01-10,Women,Bed Based Capacity,Toronto,100
2024-01-10,Women,Bed Based Capacity,Toronto,100
2024-01-10,Women,Bed Based Capacity,Toronto,100
2024-01-10,Women,Bed Based Capacity,Toronto,100
2024-01-10,Women,Bed Based Capacity,Toronto,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-10,Men,Room Based Capacity,Toronto,100
2024-01-10,Women,Bed Based Capacity,Toronto,100
2024-01-10,Women,Room Based Capacity,Toronto,100
2024-01-10,Families,Room Based Capacity,Toronto,98.7012987012987
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-10,Families,Room Based Capacity,Toronto,92.5925925925926
2024-01-10,Women,Bed Based Capacity,Toronto,100
2024-01-10,Women,Room Based Capacity,North York,100
2024-01-10,Men,Bed Based Capacity,Toronto,100
2024-01-10,Men,Room Based Capacity,Scarborough,100
2024-01-10,Men,Bed Based Capacity,Toronto,100
2024-01-10,Men,Room Based Capacity,North York,100
2024-01-10,Men,Bed Based Capacity,Toronto,100
2024-01-10,Men,Bed Based Capacity,Toronto,100
2024-01-10,Women,Bed Based Capacity,Toronto,100
2024-01-10,Men,Bed Based Capacity,Toronto,100
2024-01-10,Men,Bed Based Capacity,Toronto,100
2024-01-10,Families,Room Based Capacity,Toronto,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-10,Youth,Bed Based Capacity,Toronto,100
2024-01-10,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-10,Women,Bed Based Capacity,NA,91.66666666666666
2024-01-10,Families,Room Based Capacity,Toronto,100
2024-01-10,Youth,Bed Based Capacity,Toronto,100
2024-01-10,Youth,Bed Based Capacity,Toronto,100
2024-01-10,Women,Bed Based Capacity,Toronto,100
2024-01-10,Youth,Bed Based Capacity,Toronto,100
2024-01-10,Women,Bed Based Capacity,Toronto,100
2024-01-10,Youth,Bed Based Capacity,Toronto,100
2024-01-10,Youth,Bed Based Capacity,Etobicoke,100
2024-01-10,Youth,Bed Based Capacity,Etobicoke,95
2024-01-10,Youth,Bed Based Capacity,Scarborough,100
2024-01-10,Youth,Bed Based Capacity,Scarborough,97.5609756097561
2024-01-11,Families,Room Based Capacity,Toronto,100
2024-01-11,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-11,Families,Room Based Capacity,North York,100
2024-01-11,Families,Room Based Capacity,North York,100
2024-01-11,Mixed Adult,Room Based Capacity,Etobicoke,100
2024-01-11,Men,Room Based Capacity,Toronto,100
2024-01-11,Men,Bed Based Capacity,Toronto,100
2024-01-11,Men,Bed Based Capacity,Toronto,100
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-11,Families,Room Based Capacity,Toronto,100
2024-01-11,Families,Room Based Capacity,Toronto,98.4375
2024-01-11,Mixed Adult,Room Based Capacity,North York,100
2024-01-11,Mixed Adult,Room Based Capacity,North York,98.75
2024-01-11,Mixed Adult,Room Based Capacity,North York,100
2024-01-11,Mixed Adult,Room Based Capacity,North York,100
2024-01-11,Men,Bed Based Capacity,Toronto,72.22222222222221
2024-01-11,Women,Room Based Capacity,Scarborough,100
2024-01-11,Families,Room Based Capacity,Toronto,100
2024-01-11,Families,Room Based Capacity,Toronto,100
2024-01-11,Families,Room Based Capacity,Toronto,100
2024-01-11,Men,Bed Based Capacity,Toronto,92.64705882352942
2024-01-11,Mixed Adult,Room Based Capacity,Vaughan,91.30434782608695
2024-01-11,Men,Bed Based Capacity,Toronto,97.91666666666666
2024-01-11,Men,Bed Based Capacity,Toronto,100
2024-01-11,Families,Room Based Capacity,Toronto,100
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-11,Mixed Adult,Room Based Capacity,NA,100
2024-01-11,Mixed Adult,Room Based Capacity,NA,100
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-11,Men,Bed Based Capacity,Toronto,100
2024-01-11,Men,Bed Based Capacity,Toronto,98.52941176470588
2024-01-11,Men,Bed Based Capacity,Toronto,100
2024-01-11,Men,Bed Based Capacity,Toronto,88.88888888888889
2024-01-11,Men,Bed Based Capacity,Toronto,100
2024-01-11,Men,Bed Based Capacity,Toronto,100
2024-01-11,Men,Bed Based Capacity,Toronto,100
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,91.42857142857144
2024-01-11,Mixed Adult,Room Based Capacity,Toronto,95.3846153846154
2024-01-11,Women,Bed Based Capacity,Toronto,100
2024-01-11,Men,Bed Based Capacity,Toronto,100
2024-01-11,Youth,Bed Based Capacity,Toronto,100
2024-01-11,Youth,Bed Based Capacity,Toronto,100
2024-01-11,Youth,Bed Based Capacity,Toronto,93.33333333333331
2024-01-11,Youth,Bed Based Capacity,Toronto,96.42857142857144
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-11,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-11,Mixed Adult,Room Based Capacity,Toronto,96.42857142857144
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-11,Men,Bed Based Capacity,Toronto,100
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,95.65217391304348
2024-01-11,Youth,Bed Based Capacity,Toronto,98
2024-01-11,Youth,Bed Based Capacity,Toronto,100
2024-01-11,Youth,Room Based Capacity,Scarborough,100
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,80
2024-01-11,Women,Bed Based Capacity,Toronto,97.2972972972973
2024-01-11,Women,Bed Based Capacity,Toronto,92
2024-01-11,Women,Bed Based Capacity,Toronto,100
2024-01-11,Women,Bed Based Capacity,Toronto,100
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-11,Mixed Adult,Room Based Capacity,North York,100
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,94.20289855072464
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-11,Mixed Adult,Bed Based Capacity,Toronto,98.33333333333331
2024-01-11,Youth,Bed Based Capacity,Toronto,100
2024-01-11,Youth,Bed Based Capacity,Toronto,96.15384615384616
2024-01-11,Men,Bed Based Capacity,Toronto,100
2024-01-11,Men,Bed Based Capacity,Toronto,97.14285714285714
