occupancy_date,sector,capacity_type,location_city,occupancy_rate
2024-01-15,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-15,Families,Room Based Capacity,Toronto,100
2024-01-15,Families,Room Based Capacity,Toronto,98.4375
2024-01-15,Mixed Adult,Room Based Capacity,North York,100
2024-01-15,Mixed Adult,Room Based Capacity,North York,100
2024-01-15,Mixed Adult,Room Based Capacity,North York,93.33333333333331
2024-01-15,Mixed Adult,Room Based Capacity,North York,100
2024-01-15,Men,Bed Based Capacity,Toronto,72.22222222222221
2024-01-15,Women,Room Based Capacity,Scarborough,100
2024-01-15,Families,Room Based Capacity,Toronto,100
2024-01-15,Families,Room Based Capacity,Toronto,100
2024-01-15,Families,Room Based Capacity,Toronto,100
2024-01-15,Men,Bed Based Capacity,Toronto,95.58823529411764
2024-01-15,Mixed Adult,Room Based Capacity,Vaughan,96.82539682539682
2024-01-15,Men,Bed Based Capacity,Toronto,93.75
2024-01-15,Men,Bed Based Capacity,Toronto,100
2024-01-15,Families,Room Based Capacity,Toronto,100
2024-01-15,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-15,Mixed Adult,Room Based Capacity,NA,100
2024-01-15,Mixed Adult,Room Based Capacity,NA,100
2024-01-15,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-15,Men,Bed Based Capacity,Toronto,100
2024-01-15,Men,Bed Based Capacity,Toronto,100
2024-01-15,Men,Bed Based Capacity,Toronto,100
2024-01-15,Men,Bed Based Capacity,Toronto,91.66666666666666
2024-01-15,Men,Bed Based Capacity,Toronto,100
2024-01-15,Men,Bed Based Capacity,Toronto,100
2024-01-15,Men,Bed Based Capacity,Toronto,100
2024-01-15,Mixed Adult,Bed Based Capacity,Toronto,94.28571428571428
2024-01-15,Mixed Adult,Room Based Capacity,Toronto,92.3076923076923
2024-01-15,Women,Bed Based Capacity,Toronto,100
2024-01-15,Men,Bed Based Capacity,Toronto,100
2024-01-15,Youth,Bed Based Capacity,Toronto,100
2024-01-15,Youth,Bed Based Capacity,Toronto,100
2024-01-15,Youth,Bed Based Capacity,Toronto,100
2024-01-15,Youth,Bed Based Capacity,Toronto,96.42857142857144
2024-01-15,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-15,Mixed Adult,Bed Based Capacity,Toronto,92
2024-01-15,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-15,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-15,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-15,Men,Bed Based Capacity,Toronto,100
2024-01-15,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-15,Youth,Bed Based Capacity,Toronto,98
2024-01-15,Youth,Bed Based Capacity,Toronto,100
2024-01-15,Youth,Room Based Capacity,Scarborough,100
2024-01-15,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-15,Mixed Adult,Bed Based Capacity,Toronto,80
2024-01-15,Women,Bed Based Capacity,Toronto,100
2024-01-15,Women,Bed Based Capacity,Toronto,92
2024-01-15,Women,Bed Based Capacity,Toronto,100
2024-01-15,Women,Bed Based Capacity,Toronto,100
2024-01-15,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-15,Mixed Adult,Room Based Capacity,North York,100
2024-01-15,Mixed Adult,Bed Based Capacity,Toronto,91.30434782608695
2024-01-15,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-15,Mixed Adult,Bed Based Capacity,Toronto,97.14285714285714
2024-01-15,Youth,Bed Based Capacity,Toronto,100
2024-01-15,Youth,Bed Based Capacity,Toronto,96.15384615384616
2024-01-15,Men,Bed Based Capacity,Toronto,92
2024-01-15,Men,Bed Based Capacity,Toronto,100
2024-01-15,Men,Bed Based Capacity,Toronto,80
2024-01-15,Men,Room Based Capacity,Toronto,100
2024-01-15,Women,Bed Based Capacity,Toronto,100
2024-01-15,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-15,Men,Bed Based Capacity,Toronto,100
2024-01-15,Women,Bed Based Capacity,Toronto,100
2024-01-15,Men,Bed Based Capacity,Toronto,100
2024-01-15,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-15,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-15,Men,Bed Based Capacity,North York,100
2024-01-15,Women,Bed Based Capacity,North York,99.24242424242424
2024-01-15,Men,Bed Based Capacity,North York,100
2024-01-15,Women,Bed Based Capacity,North York,100
2024-01-15,Mixed Adult,Room Based Capacity,Scarborough,100
2024-01-15,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-15,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-15,Mixed Adult,Bed Based Capacity,NA,100
2024-01-15,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-15,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-15,Youth,Bed Based Capacity,Toronto,100
2024-01-15,Youth,Bed Based Capacity,Toronto,100
2024-01-15,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-15,Men,Bed Based Capacity,Toronto,100
2024-01-15,Men,Bed Based Capacity,Toronto,94.11764705882352
2024-01-15,Youth,Bed Based Capacity,Toronto,91.66666666666666
2024-01-15,Youth,Bed Based Capacity,Toronto,73.33333333333333
2024-01-15,Women,Bed Based Capacity,Toronto,100
2024-01-15,Women,Bed Based Capacity,Toronto,100
2024-01-15,Women,Bed Based Capacity,Toronto,100
2024-01-15,Women,Bed Based Capacity,Toronto,100
2024-01-15,Women,Bed Based Capacity,Toronto,100
2024-01-15,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-15,Men,Room Based Capacity,Toronto,100
2024-01-15,Women,Bed Based Capacity,Toronto,100
2024-01-15,Women,Room Based Capacity,Toronto,100
2024-01-15,Families,Room Based Capacity,Toronto,100
2024-01-15,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-15,Families,Room Based Capacity,Toronto,92.5925925925926
2024-01-15,Women,Bed Based Capacity,Toronto,100
2024-01-15,Women,Room Based Capacity,North York,100
2024-01-15,Men,Bed Based Capacity,Toronto,100
2024-01-15,Men,Room Based Capacity,Scarborough,100
2024-01-15,Men,Bed Based Capacity,Toronto,100
2024-01-15,Men,Room Based Capacity,North York,100
2024-01-15,Men,Bed Based Capacity,Toronto,100
2024-01-15,Men,Bed Based Capacity,Toronto,100
2024-01-15,Women,Bed Based Capacity,Toronto,100
2024-01-15,Men,Bed Based Capacity,Toronto,100
2024-01-15,Men,Bed Based Capacity,Toronto,100
2024-01-15,Families,Room Based Capacity,Toronto,100
2024-01-15,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-15,Youth,Bed Based Capacity,Toronto,100
2024-01-15,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-15,Women,Bed Based Capacity,NA,100
2024-01-15,Families,Room Based Capacity,Toronto,100
2024-01-15,Youth,Bed Based Capacity,Toronto,100
2024-01-15,Youth,Bed Based Capacity,Toronto,100
2024-01-15,Women,Bed Based Capacity,Toronto,100
2024-01-15,Youth,Bed Based Capacity,Toronto,100
2024-01-15,Women,Bed Based Capacity,Toronto,100
2024-01-15,Youth,Bed Based Capacity,Toronto,100
2024-01-15,Youth,Bed Based Capacity,Etobicoke,100
2024-01-15,Youth,Bed Based Capacity,Etobicoke,100
2024-01-15,Youth,Bed Based Capacity,Scarborough,100
2024-01-15,Youth,Bed Based Capacity,Scarborough,100
2024-01-16,Families,Room Based Capacity,Toronto,99.32432432432432
2024-01-16,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-16,Families,Room Based Capacity,North York,100
2024-01-16,Families,Room Based Capacity,North York,100
2024-01-16,Mixed Adult,Room Based Capacity,Etobicoke,100
2024-01-16,Men,Room Based Capacity,Toronto,100
2024-01-16,Men,Bed Based Capacity,Toronto,100
2024-01-16,Men,Bed Based Capacity,Toronto,96.66666666666669
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,95.65217391304348
2024-01-16,Families,Room Based Capacity,Toronto,100
2024-01-16,Families,Room Based Capacity,Toronto,100
2024-01-16,Mixed Adult,Room Based Capacity,North York,100
2024-01-16,Mixed Adult,Room Based Capacity,North York,98.76543209876544
2024-01-16,Mixed Adult,Room Based Capacity,North York,100
2024-01-16,Mixed Adult,Room Based Capacity,North York,100
2024-01-16,Men,Bed Based Capacity,Toronto,72.22222222222221
2024-01-16,Mixed Adult,Bed Based Capacity,NA,100
2024-01-16,Women,Room Based Capacity,Scarborough,100
2024-01-16,Families,Room Based Capacity,Toronto,100
2024-01-16,Families,Room Based Capacity,Toronto,100
2024-01-16,Families,Room Based Capacity,Toronto,100
2024-01-16,Men,Bed Based Capacity,Toronto,97.05882352941175
2024-01-16,Mixed Adult,Room Based Capacity,Vaughan,96.82539682539682
2024-01-16,Men,Bed Based Capacity,Toronto,93.75
2024-01-16,Men,Bed Based Capacity,Toronto,100
2024-01-16,Families,Room Based Capacity,Toronto,100
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-16,Mixed Adult,Room Based Capacity,NA,100
2024-01-16,Mixed Adult,Room Based Capacity,NA,100
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-16,Men,Bed Based Capacity,Toronto,100
2024-01-16,Men,Bed Based Capacity,Toronto,98.52941176470588
2024-01-16,Men,Bed Based Capacity,Toronto,100
2024-01-16,Men,Bed Based Capacity,Toronto,94.44444444444444
2024-01-16,Men,Bed Based Capacity,Toronto,100
2024-01-16,Men,Bed Based Capacity,Toronto,100
2024-01-16,Men,Bed Based Capacity,Toronto,100
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,88.57142857142857
2024-01-16,Mixed Adult,Room Based Capacity,Toronto,93.84615384615384
2024-01-16,Women,Bed Based Capacity,Toronto,98.86363636363636
2024-01-16,Men,Bed Based Capacity,Toronto,100
2024-01-16,Youth,Bed Based Capacity,Toronto,100
2024-01-16,Youth,Bed Based Capacity,Toronto,100
2024-01-16,Youth,Bed Based Capacity,Toronto,100
2024-01-16,Youth,Bed Based Capacity,Toronto,96.42857142857144
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,98
2024-01-16,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-16,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-16,Men,Bed Based Capacity,Toronto,100
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,97.82608695652172
2024-01-16,Youth,Bed Based Capacity,Toronto,98
2024-01-16,Youth,Bed Based Capacity,Toronto,100
2024-01-16,Youth,Room Based Capacity,Scarborough,100
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,90
2024-01-16,Women,Bed Based Capacity,Toronto,100
2024-01-16,Women,Bed Based Capacity,Toronto,92
2024-01-16,Women,Bed Based Capacity,Toronto,100
2024-01-16,Women,Bed Based Capacity,Toronto,100
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-16,Mixed Adult,Room Based Capacity,North York,100
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,91.30434782608695
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,94.63087248322148
2024-01-16,Youth,Bed Based Capacity,Toronto,83.33333333333334
2024-01-16,Youth,Bed Based Capacity,Toronto,96.15384615384616
2024-01-16,Men,Bed Based Capacity,Toronto,92
2024-01-16,Men,Bed Based Capacity,Toronto,100
2024-01-16,Men,Bed Based Capacity,Toronto,80
2024-01-16,Men,Room Based Capacity,Toronto,100
2024-01-16,Women,Bed Based Capacity,Toronto,100
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,98.1981981981982
2024-01-16,Men,Bed Based Capacity,Toronto,100
2024-01-16,Women,Bed Based Capacity,Toronto,100
2024-01-16,Men,Bed Based Capacity,Toronto,100
2024-01-16,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-16,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-16,Men,Bed Based Capacity,North York,100
2024-01-16,Women,Bed Based Capacity,North York,100
2024-01-16,Men,Bed Based Capacity,North York,100
2024-01-16,Women,Bed Based Capacity,North York,100
2024-01-16,Mixed Adult,Room Based Capacity,Scarborough,100
2024-01-16,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-16,Mixed Adult,Bed Based Capacity,NA,100
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-16,Youth,Bed Based Capacity,Toronto,100
2024-01-16,Youth,Bed Based Capacity,Toronto,100
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-16,Men,Bed Based Capacity,Toronto,100
2024-01-16,Men,Bed Based Capacity,Toronto,94.11764705882352
2024-01-16,Youth,Bed Based Capacity,Toronto,91.66666666666666
2024-01-16,Youth,Bed Based Capacity,Toronto,73.33333333333333
2024-01-16,Women,Bed Based Capacity,Toronto,100
2024-01-16,Women,Bed Based Capacity,Toronto,100
2024-01-16,Women,Bed Based Capacity,Toronto,100
2024-01-16,Women,Bed Based Capacity,Toronto,100
2024-01-16,Women,Bed Based Capacity,Toronto,100
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-16,Men,Room Based Capacity,Toronto,100
2024-01-16,Women,Bed Based Capacity,Toronto,100
2024-01-16,Women,Room Based Capacity,Toronto,100
2024-01-16,Families,Room Based Capacity,Toronto,98.7012987012987
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-16,Families,Room Based Capacity,Toronto,92.5925925925926
2024-01-16,Women,Bed Based Capacity,Toronto,100
2024-01-16,Women,Room Based Capacity,North York,100
2024-01-16,Men,Bed Based Capacity,Toronto,100
2024-01-16,Men,Room Based Capacity,Scarborough,100
2024-01-16,Men,Bed Based Capacity,Toronto,99.62121212121212
2024-01-16,Men,Room Based Capacity,North York,100
2024-01-16,Men,Bed Based Capacity,Toronto,100
2024-01-16,Men,Bed Based Capacity,Toronto,100
2024-01-16,Women,Bed Based Capacity,Toronto,100
2024-01-16,Men,Bed Based Capacity,Toronto,100
2024-01-16,Men,Bed Based Capacity,Toronto,100
2024-01-16,Families,Room Based Capacity,Toronto,100
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-16,Youth,Bed Based Capacity,Toronto,100
2024-01-16,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-16,Women,Bed Based Capacity,NA,100
2024-01-16,Families,Room Based Capacity,Toronto,100
2024-01-16,Youth,Bed Based Capacity,Toronto,100
2024-01-16,Youth,Bed Based Capacity,Toronto,100
2024-01-16,Women,Bed Based Capacity,Toronto,100
2024-01-16,Youth,Bed Based Capacity,Toronto,100
2024-01-16,Women,Bed Based Capacity,Toronto,100
2024-01-16,Youth,Bed Based Capacity,Toronto,100
2024-01-16,Youth,Bed Based Capacity,Etobicoke,96.96969696969695
2024-01-16,Youth,Bed Based Capacity,Etobicoke,100
2024-01-16,Youth,Bed Based Capacity,Scarborough,100
2024-01-16,Youth,Bed Based Capacity,Scarborough,100
2024-01-17,Families,Room Based Capacity,Toronto,99.32885906040268
2024-01-17,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,87.5
2024-01-17,Families,Room Based Capacity,North York,100
2024-01-17,Families,Room Based Capacity,North York,100
2024-01-17,Mixed Adult,Room Based Capacity,Etobicoke,100
2024-01-17,Men,Room Based Capacity,Toronto,100
2024-01-17,Men,Bed Based Capacity,Toronto,100
2024-01-17,Men,Bed Based Capacity,Toronto,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-17,Families,Room Based Capacity,Toronto,100
2024-01-17,Families,Room Based Capacity,Toronto,100
2024-01-17,Mixed Adult,Room Based Capacity,North York,100
2024-01-17,Mixed Adult,Room Based Capacity,North York,100
2024-01-17,Mixed Adult,Room Based Capacity,North York,100
2024-01-17,Mixed Adult,Room Based Capacity,North York,100
2024-01-17,Men,Bed Based Capacity,Toronto,77.77777777777779
2024-01-17,Mixed Adult,Bed Based Capacity,NA,100
2024-01-17,Women,Room Based Capacity,Scarborough,100
2024-01-17,Families,Room Based Capacity,Toronto,100
2024-01-17,Families,Room Based Capacity,Toronto,100
2024-01-17,Families,Room Based Capacity,Toronto,100
2024-01-17,Men,Bed Based Capacity,Toronto,97.05882352941175
2024-01-17,Mixed Adult,Room Based Capacity,Vaughan,96.82539682539682
2024-01-17,Men,Bed Based Capacity,Toronto,93.75
2024-01-17,Men,Bed Based Capacity,Toronto,100
2024-01-17,Families,Room Based Capacity,Toronto,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-17,Mixed Adult,Room Based Capacity,NA,100
2024-01-17,Mixed Adult,Room Based Capacity,NA,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,98.9247311827957
2024-01-17,Men,Bed Based Capacity,Toronto,100
2024-01-17,Men,Bed Based Capacity,Toronto,100
2024-01-17,Men,Bed Based Capacity,Toronto,100
2024-01-17,Men,Bed Based Capacity,Toronto,94.44444444444444
2024-01-17,Men,Bed Based Capacity,Toronto,100
2024-01-17,Men,Bed Based Capacity,Toronto,98.1132075471698
2024-01-17,Men,Bed Based Capacity,Toronto,97.16981132075472
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,88.57142857142857
2024-01-17,Mixed Adult,Room Based Capacity,Toronto,90.76923076923076
2024-01-17,Women,Bed Based Capacity,Toronto,98.86363636363636
2024-01-17,Men,Bed Based Capacity,Toronto,100
2024-01-17,Youth,Bed Based Capacity,Toronto,100
2024-01-17,Youth,Bed Based Capacity,Toronto,100
2024-01-17,Youth,Bed Based Capacity,Toronto,100
2024-01-17,Youth,Bed Based Capacity,Toronto,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-17,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-17,Mixed Adult,Room Based Capacity,Toronto,97.53086419753086
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-17,Men,Bed Based Capacity,Toronto,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,95.65217391304348
2024-01-17,Youth,Bed Based Capacity,Toronto,92
2024-01-17,Youth,Bed Based Capacity,Toronto,100
2024-01-17,Youth,Room Based Capacity,Scarborough,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,90
2024-01-17,Women,Bed Based Capacity,Toronto,97.2972972972973
2024-01-17,Women,Bed Based Capacity,Toronto,92
2024-01-17,Women,Bed Based Capacity,Toronto,100
2024-01-17,Women,Bed Based Capacity,Toronto,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-17,Mixed Adult,Room Based Capacity,North York,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,92.7536231884058
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,98.33333333333331
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,98
2024-01-17,Youth,Bed Based Capacity,Toronto,83.33333333333334
2024-01-17,Youth,Bed Based Capacity,Toronto,96.15384615384616
2024-01-17,Men,Bed Based Capacity,Toronto,92
2024-01-17,Men,Bed Based Capacity,Toronto,100
2024-01-17,Men,Bed Based Capacity,Toronto,80
2024-01-17,Men,Room Based Capacity,Toronto,100
2024-01-17,Women,Bed Based Capacity,Toronto,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,98.21428571428572
2024-01-17,Men,Bed Based Capacity,Toronto,100
2024-01-17,Women,Bed Based Capacity,Toronto,100
2024-01-17,Men,Bed Based Capacity,Toronto,100
2024-01-17,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-17,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-17,Men,Bed Based Capacity,North York,100
2024-01-17,Women,Bed Based Capacity,North York,100
2024-01-17,Men,Bed Based Capacity,North York,100
2024-01-17,Women,Bed Based Capacity,North York,100
2024-01-17,Mixed Adult,Room Based Capacity,Scarborough,100
2024-01-17,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-17,Mixed Adult,Bed Based Capacity,NA,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-17,Youth,Bed Based Capacity,Toronto,100
2024-01-17,Youth,Bed Based Capacity,Toronto,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-17,Men,Bed Based Capacity,Toronto,100
2024-01-17,Men,Bed Based Capacity,Toronto,94.11764705882352
2024-01-17,Youth,Bed Based Capacity,Toronto,91.66666666666666
2024-01-17,Youth,Bed Based Capacity,Toronto,73.33333333333333
2024-01-17,Women,Bed Based Capacity,Toronto,100
2024-01-17,Women,Bed Based Capacity,Toronto,100
2024-01-17,Women,Bed Based Capacity,Toronto,100
2024-01-17,Women,Bed Based Capacity,Toronto,100
2024-01-17,Women,Bed Based Capacity,Toronto,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-17,Men,Room Based Capacity,Toronto,100
2024-01-17,Women,Bed Based Capacity,Toronto,100
2024-01-17,Women,Room Based Capacity,Toronto,100
2024-01-17,Families,Room Based Capacity,Toronto,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-17,Families,Room Based Capacity,Toronto,92.5925925925926
2024-01-17,Women,Bed Based Capacity,Toronto,100
2024-01-17,Women,Room Based Capacity,North York,100
2024-01-17,Men,Bed Based Capacity,Toronto,100
2024-01-17,Men,Room Based Capacity,Scarborough,100
2024-01-17,Men,Bed Based Capacity,Toronto,100
2024-01-17,Men,Room Based Capacity,North York,100
2024-01-17,Men,Bed Based Capacity,Toronto,100
2024-01-17,Men,Bed Based Capacity,Toronto,100
2024-01-17,Women,Bed Based Capacity,Toronto,100
2024-01-17,Men,Bed Based Capacity,Toronto,100
2024-01-17,Men,Bed Based Capacity,Toronto,100
2024-01-17,Families,Room Based Capacity,Toronto,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-17,Youth,Bed Based Capacity,Toronto,100
2024-01-17,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-17,Women,Bed Based Capacity,NA,100
2024-01-17,Families,Room Based Capacity,Toronto,100
2024-01-17,Youth,Bed Based Capacity,Toronto,97.5
2024-01-17,Youth,Bed Based Capacity,Toronto,100
2024-01-17,Women,Bed Based Capacity,Toronto,100
2024-01-17,Youth,Bed Based Capacity,Toronto,100
2024-01-17,Women,Bed Based Capacity,Toronto,100
2024-01-17,Youth,Bed Based Capacity,Toronto,100
2024-01-17,Youth,Bed Based Capacity,Etobicoke,93.93939393939394
2024-01-17,Youth,Bed Based Capacity,Etobicoke,100
2024-01-17,Youth,Bed Based Capacity,Scarborough,100
2024-01-17,Youth,Bed Based Capacity,Scarborough,100
2024-01-18,Families,Room Based Capacity,Toronto,100
2024-01-18,Mixed Adult,Room Based Capacity,Toronto,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,87.5
2024-01-18,Families,Room Based Capacity,North York,100
2024-01-18,Families,Room Based Capacity,North York,100
2024-01-18,Mixed Adult,Room Based Capacity,Etobicoke,100
2024-01-18,Men,Room Based Capacity,Toronto,100
2024-01-18,Men,Bed Based Capacity,Toronto,100
2024-01-18,Men,Bed Based Capacity,Toronto,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,95.65217391304348
2024-01-18,Families,Room Based Capacity,Toronto,100
2024-01-18,Families,Room Based Capacity,Toronto,100
2024-01-18,Mixed Adult,Room Based Capacity,North York,100
2024-01-18,Mixed Adult,Room Based Capacity,North York,100
2024-01-18,Mixed Adult,Room Based Capacity,North York,100
2024-01-18,Mixed Adult,Room Based Capacity,North York,100
2024-01-18,Men,Bed Based Capacity,Toronto,83.33333333333334
2024-01-18,Mixed Adult,Bed Based Capacity,NA,90
2024-01-18,Women,Room Based Capacity,Scarborough,100
2024-01-18,Families,Room Based Capacity,Toronto,100
2024-01-18,Families,Room Based Capacity,Toronto,100
2024-01-18,Families,Room Based Capacity,Toronto,100
2024-01-18,Men,Bed Based Capacity,Toronto,97.05882352941175
2024-01-18,Mixed Adult,Room Based Capacity,Vaughan,96.82539682539682
2024-01-18,Men,Bed Based Capacity,Toronto,93.75
2024-01-18,Men,Bed Based Capacity,Toronto,100
2024-01-18,Families,Room Based Capacity,Toronto,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-18,Mixed Adult,Room Based Capacity,NA,100
2024-01-18,Mixed Adult,Room Based Capacity,NA,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-18,Men,Bed Based Capacity,Toronto,100
2024-01-18,Men,Bed Based Capacity,Toronto,100
2024-01-18,Men,Bed Based Capacity,Toronto,100
2024-01-18,Men,Bed Based Capacity,Toronto,94.44444444444444
2024-01-18,Men,Bed Based Capacity,Toronto,100
2024-01-18,Men,Bed Based Capacity,Toronto,100
2024-01-18,Men,Bed Based Capacity,Toronto,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,91.42857142857144
2024-01-18,Mixed Adult,Room Based Capacity,Toronto,93.84615384615384
2024-01-18,Women,Bed Based Capacity,Toronto,100
2024-01-18,Men,Bed Based Capacity,Toronto,100
2024-01-18,Youth,Bed Based Capacity,Toronto,50
2024-01-18,Youth,Bed Based Capacity,Toronto,100
2024-01-18,Youth,Bed Based Capacity,Toronto,100
2024-01-18,Youth,Bed Based Capacity,Toronto,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-18,Mixed Adult,Bed Based Capacity,Scarborough,100
2024-01-18,Mixed Adult,Room Based Capacity,Toronto,97.53086419753086
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-18,Men,Bed Based Capacity,Toronto,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,97.82608695652172
2024-01-18,Youth,Bed Based Capacity,Toronto,94
2024-01-18,Youth,Bed Based Capacity,Toronto,95
2024-01-18,Youth,Room Based Capacity,Scarborough,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,90
2024-01-18,Women,Bed Based Capacity,Toronto,97.2972972972973
2024-01-18,Women,Bed Based Capacity,Toronto,92
2024-01-18,Women,Bed Based Capacity,Toronto,98.07692307692308
2024-01-18,Women,Bed Based Capacity,Toronto,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,100
2024-01-18,Mixed Adult,Room Based Capacity,North York,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,94.11764705882352
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,98.33333333333331
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,96.66666666666669
2024-01-18,Youth,Bed Based Capacity,Toronto,83.33333333333334
2024-01-18,Youth,Bed Based Capacity,Toronto,96.15384615384616
2024-01-18,Men,Bed Based Capacity,Toronto,100
2024-01-18,Men,Bed Based Capacity,Toronto,100
2024-01-18,Men,Bed Based Capacity,Toronto,80
2024-01-18,Men,Room Based Capacity,Toronto,100
2024-01-18,Women,Bed Based Capacity,Toronto,100
2024-01-18,Mixed Adult,Bed Based Capacity,Toronto,98.21428571428572
2024-01-18,Men,Bed Based Capacity,Toronto,100
