date,speeding,ag_driv,alcohol,disability
2012-06-05,None,None,None,None
2012-06-05,None,None,None,None
2012-06-05,None,None,None,None
2012-06-05,None,None,None,None
2012-06-05,None,None,None,None
2012-06-05,None,None,None,None
2012-06-05,None,None,None,None
2012-06-05,None,None,None,None
2012-06-05,None,None,None,None
2012-06-05,None,None,None,None
2012-06-05,None,None,None,None
2012-06-06,None,None,None,None
2012-06-06,None,None,None,None
2012-06-07,None,None,None,None
2012-06-07,None,None,None,None
2012-06-07,None,None,None,None
2012-06-07,None,Yes,None,None
2012-06-07,None,Yes,None,None
2012-06-08,None,Yes,None,None
2012-06-08,None,Yes,None,None
2012-06-08,Yes,Yes,None,None
2012-06-08,Yes,Yes,None,None
2012-06-08,Yes,Yes,None,None
2012-06-08,Yes,Yes,None,None
2012-06-09,None,None,None,None
2012-06-09,None,None,None,None
2012-06-10,None,None,None,None
2012-06-10,None,None,None,None
2012-06-12,None,Yes,None,None
2012-06-12,None,Yes,None,None
2012-06-12,None,Yes,None,None
2012-06-13,None,Yes,None,None
2012-06-13,None,Yes,None,None
2012-06-13,None,Yes,None,None
2012-06-13,None,Yes,None,None
2012-06-13,None,Yes,None,None
2012-06-13,None,Yes,None,None
2012-06-13,None,Yes,None,None
2012-06-13,None,Yes,None,None
2012-06-13,None,Yes,None,None
2012-06-13,None,Yes,None,None
2012-06-13,None,Yes,None,None
2012-06-13,None,Yes,None,None
2012-06-13,None,Yes,None,None
2012-06-13,Yes,Yes,None,Yes
2012-06-13,Yes,Yes,None,Yes
2012-06-13,Yes,Yes,None,Yes
2012-06-14,None,None,None,None
2012-06-14,None,None,None,None
2012-06-14,None,None,None,None
2012-06-14,None,None,None,None
2012-06-14,None,None,None,None
2012-06-14,None,None,None,None
2012-06-14,None,None,None,None
2012-06-14,None,None,None,None
2012-06-16,None,Yes,None,None
2012-06-16,None,Yes,None,None
2012-06-16,None,Yes,None,None
2012-06-16,None,Yes,None,None
2012-06-16,None,None,None,None
2012-06-16,None,None,None,None
2012-06-17,None,None,None,None
2012-06-17,None,None,None,None
2012-06-17,Yes,Yes,None,None
2012-06-17,Yes,Yes,None,None
2012-06-17,Yes,Yes,None,None
2012-06-17,Yes,Yes,None,None
2012-06-17,Yes,Yes,None,None
2012-06-18,None,Yes,None,None
2012-06-18,None,Yes,None,None
2012-06-19,Yes,Yes,None,None
2012-06-19,Yes,Yes,None,None
2012-06-19,Yes,Yes,None,None
2012-06-19,None,Yes,None,None
2012-06-19,None,Yes,None,None
2012-06-19,None,Yes,None,None
2012-06-19,None,Yes,None,None
2012-06-19,None,Yes,None,None
2012-06-19,None,Yes,None,None
2012-06-21,None,Yes,None,None
2012-06-21,None,Yes,None,None
2012-06-21,None,None,None,None
2012-06-21,None,None,None,None
2012-06-21,None,Yes,None,None
2012-06-21,None,Yes,None,None
2012-06-21,None,Yes,None,None
2012-06-22,None,Yes,None,None
2012-06-22,None,Yes,None,None
2012-06-23,None,None,None,None
2012-06-23,None,None,None,None
2012-06-24,None,None,None,None
2012-06-24,None,None,None,None
2012-06-24,None,None,None,None
2012-06-25,None,None,None,None
2012-06-25,None,None,None,None
2012-06-25,None,None,None,None
2012-06-25,None,None,None,None
2012-06-25,None,None,None,None
2012-06-25,None,None,None,None
2012-06-26,None,None,None,None
2012-06-26,None,None,None,None
2012-06-27,None,None,None,None
2012-06-27,None,None,None,None
2012-06-28,None,None,None,None
2012-06-28,None,None,None,None
2012-06-29,None,None,None,None
2012-06-29,None,None,None,None
2012-06-29,None,None,None,None
2012-06-29,None,Yes,None,None
2012-06-29,None,Yes,None,None
2012-07-01,None,Yes,None,None
2012-07-01,None,Yes,None,None
2012-07-02,Yes,Yes,None,None
2012-07-04,None,None,None,None
2012-07-04,None,None,None,None
2012-07-04,None,None,None,None
2012-07-04,None,None,None,None
2012-07-04,None,None,None,None
2012-07-05,None,None,None,None
2012-07-05,None,None,None,None
2012-07-05,None,None,None,None
2012-07-05,None,None,None,None
2012-07-05,None,None,None,None
2012-07-05,None,None,None,None
2012-07-05,None,None,None,None
2012-07-05,None,None,None,None
2012-07-05,None,None,None,None
2012-07-05,None,Yes,None,None
2012-07-05,None,Yes,None,None
2012-07-05,None,Yes,None,None
2012-07-06,None,Yes,None,None
2012-07-06,None,Yes,None,None
2012-07-06,None,Yes,None,None
2012-07-06,None,None,None,None
2012-07-06,None,None,None,None
2012-07-06,Yes,Yes,None,None
2012-07-06,Yes,Yes,None,None
2012-07-08,Yes,Yes,None,None
2012-07-08,Yes,Yes,None,None
2012-07-08,None,None,None,None
2012-07-08,None,Yes,None,None
2012-07-08,None,Yes,None,None
2012-07-08,None,Yes,None,None
2012-07-08,None,Yes,None,None
2012-07-08,None,Yes,None,None
2012-07-08,None,Yes,None,None
2012-07-08,None,Yes,None,None
2012-07-08,None,Yes,None,None
2012-07-09,None,None,None,None
2012-07-09,None,None,None,None
2012-07-09,None,None,None,None
2012-07-10,None,None,None,None
2012-07-10,None,None,None,None
2012-07-10,None,None,None,None
2012-07-11,None,None,None,None
2012-07-11,None,None,None,None
2012-07-12,None,None,None,None
2012-07-12,None,None,None,None
2012-07-12,Yes,Yes,None,None
2012-07-13,None,Yes,None,None
2012-07-13,None,Yes,None,None
2012-07-13,None,Yes,None,None
2012-07-13,None,Yes,None,None
2012-07-13,None,Yes,None,None
2012-07-13,None,Yes,None,None
2012-07-13,None,Yes,None,None
2012-07-13,None,None,None,None
2012-07-13,None,None,None,None
2012-07-15,None,None,None,None
2012-07-15,None,None,None,None
2012-07-15,None,None,None,None
2012-07-18,None,None,None,None
2012-07-18,None,Yes,None,None
2012-07-18,None,Yes,None,None
2012-07-18,None,Yes,None,None
2012-07-18,None,Yes,None,None
2012-07-18,None,Yes,None,None
2012-07-18,None,Yes,None,None
2012-07-20,None,None,None,None
2012-07-20,None,None,None,None
2012-07-20,None,None,None,None
2012-07-20,None,None,None,None
2012-07-20,None,None,None,None
2012-07-20,None,None,None,None
2012-07-20,None,None,None,None
2012-07-20,None,None,None,None
2012-07-20,None,None,None,None
2012-07-20,None,None,None,None
2012-07-20,None,None,None,None
2012-07-20,None,None,None,None
2012-07-20,None,None,None,None
2012-07-20,None,None,None,None
2012-07-20,None,None,None,None
2012-07-20,None,None,None,None
2012-07-20,None,None,None,None
2012-07-20,None,None,None,None
2012-07-20,None,None,None,None
2012-07-20,None,None,None,None
2012-07-20,None,None,None,None
2012-07-20,None,None,None,None
2012-07-20,None,None,None,None
2012-07-23,None,None,None,None
2012-07-23,None,None,None,None
2012-07-23,None,None,None,None
2012-07-23,None,None,None,None
2012-07-24,None,None,None,None
2012-07-24,None,None,None,None
2012-07-25,None,None,None,None
2012-07-25,None,None,None,None
2012-07-25,None,None,None,None
2012-07-25,None,Yes,None,None
2012-07-25,None,Yes,None,None
2012-07-25,None,Yes,None,None
2012-07-25,None,Yes,None,None
2012-07-27,None,None,None,None
2012-07-27,None,None,None,None
2012-07-27,None,None,None,None
2012-07-28,None,None,None,None
2012-07-28,None,None,None,None
2012-07-28,None,None,None,None
2012-07-29,None,None,None,None
2012-07-29,None,None,None,None
2012-07-29,None,None,None,None
2012-07-29,None,None,None,None
2012-07-29,Yes,Yes,Yes,None
2012-07-29,Yes,Yes,Yes,None
2012-07-29,Yes,Yes,Yes,None
2012-07-30,None,None,None,None
2012-07-30,None,None,None,None
2012-07-30,None,None,None,None
2012-07-30,None,None,None,None
2012-07-30,None,None,None,None
2012-07-30,None,None,None,None
2012-07-30,None,None,None,None
2012-08-01,None,None,None,None
2012-08-01,None,None,None,None
2012-08-02,None,None,None,None
2012-08-02,None,None,None,None
2012-08-06,None,None,None,None
2012-08-06,None,None,None,None
2012-08-08,None,Yes,None,None
2012-08-08,None,Yes,None,None
2012-08-09,None,None,None,None
2012-08-09,None,None,None,None
2012-08-09,None,None,None,None
2012-08-09,None,None,None,None
2012-08-09,None,None,None,None
2012-08-10,None,Yes,None,None
2012-08-10,None,Yes,None,None
2012-08-11,None,None,None,None
2012-08-11,None,None,None,None
2012-08-12,None,Yes,None,None
2012-08-12,None,Yes,None,None
2012-08-12,None,Yes,None,None
2012-08-13,None,None,None,None
2012-08-13,None,None,None,None
2012-08-13,None,None,None,None
2012-08-14,None,None,None,None
2012-08-14,None,None,None,None
2012-08-14,None,None,None,None
2012-08-16,None,Yes,None,None
2012-08-16,None,Yes,None,None
2012-08-16,None,Yes,None,None
2012-08-16,None,Yes,None,None
2012-08-16,None,Yes,None,None
2012-08-16,None,Yes,None,None
2012-08-17,None,None,None,None
2012-08-17,None,None,None,None
2012-08-19,None,Yes,None,None
2012-08-19,None,Yes,None,None
2012-08-19,None,Yes,None,None
2012-08-19,None,Yes,None,None
2012-08-20,None,None,None,None
2012-08-20,None,None,None,None
2012-08-21,None,None,None,None
2012-08-21,None,None,None,None
2012-08-21,None,None,None,None
2012-08-22,None,Yes,None,None
2012-08-22,None,Yes,None,None
2012-08-22,None,Yes,None,None
2012-08-22,None,Yes,None,None
2012-08-22,None,Yes,None,None
2012-08-22,None,Yes,None,None
2012-08-22,None,Yes,None,None
2012-08-22,None,Yes,None,None
2012-08-22,None,Yes,None,None
2012-08-22,None,Yes,None,None
2012-08-22,None,Yes,None,None
2012-08-23,None,Yes,None,None
2012-08-23,None,Yes,None,None
2012-08-23,None,Yes,None,None
2012-08-23,None,Yes,None,None
2012-08-23,None,Yes,None,None
2012-08-23,None,Yes,None,None
2012-08-23,None,Yes,None,None
2012-08-23,None,Yes,None,None
2012-08-23,None,Yes,None,None
2012-08-23,None,Yes,None,None
2012-08-24,None,Yes,None,None
2012-08-24,None,Yes,None,None
2012-08-24,None,Yes,None,None
2012-08-24,None,Yes,None,None
2012-08-25,None,None,None,None
2012-08-25,None,None,None,None
2012-08-25,None,None,None,None
2012-08-25,None,None,None,None
2012-08-25,None,None,None,None
2012-08-25,Yes,Yes,None,None
2012-08-25,Yes,Yes,None,None
2012-08-27,Yes,Yes,None,None
2012-08-27,Yes,Yes,None,None
2012-08-27,Yes,Yes,None,None
2012-08-27,Yes,Yes,None,None
2012-08-27,None,Yes,None,None
2012-08-27,None,Yes,None,None
2012-08-27,None,Yes,None,None
2012-08-28,None,None,None,None
2012-08-28,None,None,None,None
2012-08-28,None,None,None,None
2012-08-29,None,None,None,None
2012-08-29,None,None,None,None
2012-08-29,None,None,None,None
2012-08-29,None,None,None,None
2012-08-29,None,Yes,None,None
2012-08-29,None,Yes,None,None
2012-08-30,None,None,None,None
2012-08-30,None,None,None,None
2012-08-30,None,None,None,None
2012-08-30,None,Yes,None,None
2012-08-30,None,Yes,None,None
2012-08-30,None,None,None,None
2012-08-30,None,None,None,None
2012-08-31,None,Yes,None,None
2012-08-31,None,Yes,None,None
2012-08-31,None,Yes,None,None
2012-08-31,None,Yes,None,None
2012-09-01,None,Yes,Yes,None
2012-09-01,None,Yes,Yes,None
2012-09-01,None,None,None,None
2012-09-01,None,None,None,None
2012-09-02,None,None,None,None
2012-09-02,None,None,None,None
2012-09-02,None,None,None,None
2012-09-02,None,Yes,None,None
2012-09-02,None,Yes,None,None
2012-09-03,None,None,None,None
2012-09-03,None,None,None,None
2012-09-05,None,Yes,None,None
2012-09-05,None,Yes,None,None
2012-09-06,None,Yes,None,None
2012-09-06,None,Yes,None,None
2012-09-06,None,Yes,None,None
2012-09-06,None,Yes,None,None
2012-09-06,None,Yes,None,None
2012-09-07,None,Yes,None,None
2012-09-07,None,Yes,None,None
2012-09-07,None,Yes,None,None
2012-09-07,None,Yes,None,None
2012-09-07,None,Yes,None,None
2012-09-07,None,Yes,None,None
2012-09-08,None,None,None,None
2012-09-08,None,None,None,None
2012-09-09,None,Yes,None,None
2012-09-09,None,Yes,None,None
2012-09-09,None,Yes,None,None
2012-09-09,None,Yes,None,None
2012-09-09,None,Yes,None,None
2012-09-09,None,Yes,None,None
2012-09-10,None,Yes,None,None
2012-09-10,None,Yes,None,None
2012-09-10,None,Yes,None,None
2012-09-10,None,Yes,None,None
2012-09-10,None,Yes,None,None
2012-09-10,None,Yes,None,None
2012-09-10,None,Yes,None,None
2012-09-11,Yes,Yes,None,None
2012-09-11,Yes,Yes,None,None
2012-09-11,Yes,Yes,None,None
2012-09-13,None,None,None,None
2012-09-13,None,None,None,None
2012-09-14,None,None,None,None
2012-09-14,None,None,None,None
2012-09-14,None,None,None,None
2012-09-14,None,None,None,None
2012-09-15,None,Yes,None,None
2012-09-15,None,Yes,None,None
2012-09-15,None,None,None,None
2012-09-15,None,None,None,None
2012-09-15,None,Yes,None,None
2012-09-15,None,Yes,None,None
2012-09-16,None,Yes,None,None
2012-09-16,None,Yes,None,None
2012-09-16,None,None,None,None
2012-09-16,None,None,None,None
2012-09-16,None,Yes,Yes,None
2012-09-16,None,Yes,Yes,None
2012-09-16,None,Yes,Yes,None
2012-09-16,None,Yes,Yes,None
2012-09-17,None,None,None,None
2012-09-17,None,None,None,None
2012-09-17,None,Yes,None,None
2012-09-17,None,Yes,None,None
2012-09-17,None,Yes,None,None
2012-09-17,None,Yes,None,None
2012-09-17,None,Yes,None,None
2012-09-17,None,Yes,None,None
2012-09-17,None,Yes,None,None
2012-09-17,None,Yes,None,None
2012-09-17,None,Yes,None,None
2012-09-19,None,None,None,None
2012-09-19,None,None,None,None
2012-09-19,None,None,None,None
2012-09-20,None,None,None,None
2012-09-21,None,Yes,Yes,None
2012-09-21,None,Yes,Yes,None
2012-09-21,None,Yes,Yes,None
2012-09-21,None,Yes,Yes,None
2012-09-21,None,Yes,None,None
2012-09-21,None,Yes,None,None
2012-09-21,None,Yes,None,None
2012-09-21,None,Yes,None,None
2012-09-21,None,Yes,None,None
2012-09-21,None,Yes,None,None
2012-09-21,None,Yes,None,None
2012-09-22,None,None,None,None
2012-09-22,None,None,None,None
2012-09-22,None,None,None,None
2012-09-22,None,None,None,None
2012-09-22,None,None,None,None
2012-09-22,None,None,None,None
2012-09-24,None,None,None,None
2012-09-24,None,None,None,None
2012-09-24,None,None,None,None
2012-09-24,None,None,None,None
2012-09-24,None,Yes,None,None
2012-09-24,None,Yes,None,None
2012-09-24,None,Yes,None,None
2012-09-24,None,Yes,None,None
2012-09-24,None,Yes,None,None
2012-09-24,None,Yes,None,None
2012-09-25,None,Yes,None,None
2012-09-25,None,Yes,None,None
2012-09-25,None,Yes,None,None
2012-09-27,None,None,None,None
2012-09-27,None,None,None,None
2012-09-27,None,None,None,None
2012-09-28,None,Yes,None,None
2012-09-28,None,Yes,None,None
2012-09-28,None,Yes,None,None
2012-09-28,None,Yes,None,None
2012-09-28,None,Yes,None,None
2012-09-28,None,Yes,None,None
2012-09-30,None,None,None,None
2012-09-30,None,None,None,None
2012-10-01,None,Yes,None,None
2012-10-01,None,Yes,None,None
2012-10-01,None,Yes,None,None
2012-10-01,None,Yes,None,None
2012-10-01,None,Yes,None,None
2012-10-01,None,Yes,None,None
2012-10-02,None,None,None,None
2012-10-02,None,None,None,None
2012-10-03,None,None,None,None
2012-10-03,None,None,None,None
2012-10-03,None,None,None,None
2012-10-03,None,None,None,None
2012-10-04,None,Yes,None,None
2012-10-04,None,Yes,None,None
2012-10-04,None,Yes,None,None
2012-10-04,None,Yes,None,None
2012-10-05,None,None,None,None
2012-10-05,None,None,None,None
2012-10-05,None,None,None,None
2012-10-05,None,None,None,None
2012-10-09,None,None,None,None
2012-10-09,None,None,None,None
2012-10-09,None,None,None,None
2012-10-09,None,Yes,None,None
2012-10-09,None,Yes,None,None
2012-10-09,None,Yes,None,None
2012-10-09,None,Yes,None,None
2012-10-09,None,Yes,None,None
2012-10-10,None,Yes,None,None
2012-10-10,None,Yes,None,None
2012-10-10,None,Yes,None,None
2012-10-10,None,Yes,None,None
2012-10-10,None,Yes,None,None
2012-10-10,None,Yes,None,None
2012-10-11,None,None,None,None
2012-10-11,None,None,None,None
2012-10-11,None,None,None,None
2012-10-11,None,Yes,None,None
2012-10-11,None,Yes,None,None
2012-10-11,None,Yes,None,None
2012-10-11,None,Yes,None,None
2012-10-11,None,Yes,None,None
2012-10-11,None,Yes,None,None
2012-10-11,None,Yes,None,None
2012-10-12,None,None,None,None
2012-10-12,None,None,None,None
2012-10-12,None,None,None,None
2012-10-12,None,None,None,None
2012-10-13,None,None,None,None
2012-10-13,None,None,None,None
2012-10-13,None,Yes,None,None
2012-10-13,None,Yes,None,None
2012-10-13,None,Yes,None,None
2012-10-13,None,Yes,None,None
2012-10-14,Yes,Yes,None,None
2012-10-14,Yes,Yes,None,None
2012-10-14,Yes,Yes,None,None
2012-10-16,None,None,None,None
2012-10-16,None,None,None,None
2012-10-16,None,Yes,None,None
2012-10-16,None,Yes,None,None
2012-10-16,None,Yes,None,None
2012-10-16,None,Yes,None,None
2012-10-16,None,Yes,None,None
2012-10-17,None,None,None,None
2012-10-17,None,None,None,None
2012-10-18,None,Yes,None,None
2012-10-18,None,Yes,None,None
2012-10-18,None,Yes,None,None
2012-10-18,None,Yes,None,None
2012-10-18,None,Yes,None,None
2012-10-18,None,Yes,None,None
2012-10-19,None,None,None,None
2012-10-19,None,None,None,None
2012-10-19,None,None,None,None
2012-10-19,None,None,None,None
2012-10-19,None,None,None,None
2012-10-19,None,None,None,None
2012-10-19,None,None,None,None
2012-10-19,None,None,None,None
2012-10-19,None,None,None,None
2012-10-19,None,None,None,None
2012-10-19,None,None,None,None
2012-10-19,None,None,None,None
2012-10-19,None,None,None,None
2012-10-20,None,None,None,None
2012-10-20,None,None,None,None
2012-10-20,None,None,None,None
2012-10-20,None,None,None,None
2012-10-20,None,Yes,None,None
2012-10-20,None,Yes,None,None
2012-10-20,None,Yes,None,None
2012-10-20,None,Yes,None,None
2012-10-20,None,Yes,None,None
2012-10-21,Yes,Yes,Yes,None
2012-10-21,Yes,Yes,Yes,None
2012-10-21,Yes,Yes,Yes,None
2012-10-22,None,None,None,None
2012-10-22,None,None,None,None
2012-10-22,None,None,None,None
2012-10-22,None,None,None,None
2012-10-22,None,None,None,None
2012-10-22,None,Yes,None,None
2012-10-22,None,Yes,None,None
2012-10-22,None,Yes,None,None
2012-10-22,None,Yes,None,None
2012-10-22,None,Yes,None,None
2012-10-23,None,None,None,None
2012-10-23,None,None,None,None
2012-10-23,None,None,None,None
2012-10-25,None,Yes,None,None
2012-10-25,None,Yes,None,None
2012-10-25,None,Yes,None,None
2012-10-25,None,None,None,None
2012-10-25,None,None,None,None
2012-10-26,None,None,None,None
2012-10-26,None,None,None,None
2012-10-27,None,Yes,None,None
2012-10-27,None,Yes,None,None
2012-10-27,None,Yes,None,None
2012-10-27,None,Yes,None,None
2012-10-27,None,Yes,None,None
2012-10-27,None,Yes,None,None
2012-10-28,None,Yes,None,None
2012-10-28,None,Yes,None,None
2012-10-28,None,Yes,None,None
2012-10-28,None,Yes,None,None
2012-10-28,None,Yes,None,None
2012-10-29,None,Yes,None,None
2012-10-29,None,Yes,None,None
2012-10-31,None,None,None,None
2012-10-31,None,None,None,None
2012-11-01,None,Yes,None,None
2012-11-01,None,Yes,None,None
2012-11-01,None,Yes,None,None
2012-11-01,None,Yes,None,None
2012-11-01,None,Yes,None,None
2012-11-01,None,None,None,None
2012-11-01,None,None,None,None
2012-11-01,None,None,None,None
2012-11-01,None,None,None,None
2012-11-01,None,None,None,None
2012-11-01,None,None,None,None
2012-11-01,None,None,None,None
2012-11-02,None,Yes,None,None
2012-11-02,None,Yes,None,None
2012-11-02,None,Yes,None,None
2012-11-02,None,Yes,None,None
2012-11-02,None,Yes,None,None
2012-11-02,None,Yes,None,None
2012-11-02,None,Yes,None,None
2012-11-02,None,Yes,None,None
2012-11-03,Yes,Yes,None,None
2012-11-03,Yes,Yes,None,None
2012-11-03,Yes,Yes,None,None
2012-11-03,Yes,Yes,None,None
2012-11-03,Yes,Yes,None,None
2012-11-03,Yes,Yes,None,None
2012-11-03,Yes,Yes,None,None
2012-11-05,None,None,None,None
2012-11-05,None,None,None,None
2012-11-06,None,Yes,None,None
2012-11-06,None,Yes,None,None
2012-11-07,None,None,None,None
2012-11-07,None,None,None,None
2012-11-07,None,None,None,None
2012-11-07,None,None,None,None
2012-11-07,None,None,None,None
2012-11-07,None,None,None,None
2012-11-09,None,Yes,None,None
2012-11-09,None,Yes,None,None
2012-11-09,None,None,None,None
2012-11-09,None,None,None,None
2012-11-09,None,None,None,None
2012-11-12,None,Yes,Yes,None
2012-11-12,None,Yes,Yes,None
2012-11-12,None,Yes,Yes,None
2012-11-13,None,None,None,None
2012-11-13,None,None,None,None
2012-11-13,None,None,None,None
2012-11-13,None,None,None,None
2012-11-13,None,None,None,None
2012-11-13,None,None,None,None
2012-11-15,None,None,None,None
2012-11-15,None,None,None,None
2012-11-15,None,None,None,None
2012-11-15,None,None,None,None
2012-11-16,None,None,None,None
2012-11-16,None,None,None,None
2012-11-16,None,Yes,None,None
2012-11-16,None,Yes,None,None
2012-11-16,None,Yes,None,None
2012-11-16,None,Yes,None,None
2012-11-16,None,Yes,None,None
2012-11-18,None,Yes,None,None
2012-11-18,None,Yes,None,None
2012-11-18,None,Yes,None,None
2012-11-20,None,None,None,None
2012-11-20,None,None,None,None
2012-11-20,None,None,None,None
2012-11-20,None,None,None,None
2012-11-23,None,Yes,None,None
2012-11-23,None,Yes,None,None
2012-11-23,None,Yes,None,None
2012-11-23,None,None,None,None
2012-11-23,None,None,None,None
2012-11-23,None,None,None,None
2012-11-24,None,Yes,None,None
2012-11-24,None,Yes,None,None
2012-11-24,None,Yes,None,None
2012-11-24,Yes,Yes,None,None
2012-11-24,Yes,Yes,None,None
2012-11-24,Yes,Yes,None,None
2012-11-24,Yes,Yes,None,None
2012-11-25,None,None,Yes,None
2012-11-25,None,None,Yes,None
2012-11-26,None,None,None,None
2012-11-26,None,None,None,None
2012-11-26,None,None,None,None
2012-11-26,None,None,None,None
2012-11-26,None,None,None,None
2012-11-26,None,None,None,None
2012-11-26,None,None,None,None
2012-11-27,Yes,Yes,None,None
2012-11-27,Yes,Yes,None,None
2012-11-27,Yes,Yes,None,None
2012-11-27,None,None,None,None
2012-11-27,None,None,None,None
2012-11-27,None,None,None,None
2012-11-28,None,Yes,None,None
2012-11-28,None,Yes,None,None
2012-11-28,None,Yes,None,None
2012-11-28,None,Yes,None,None
2012-11-28,None,Yes,None,None
2012-11-28,None,Yes,None,None
2012-11-29,Yes,Yes,None,None
2012-11-29,Yes,Yes,None,None
2012-11-29,Yes,Yes,None,None
2012-11-29,Yes,Yes,None,None
2012-11-29,None,None,None,None
2012-11-29,None,None,None,None
2012-11-30,None,None,None,Yes
2012-11-30,None,None,None,Yes
2012-11-30,None,None,None,Yes
2012-12-01,None,None,None,None
2012-12-01,None,None,None,None
2012-12-02,None,Yes,None,None
2012-12-02,None,Yes,None,None
2012-12-02,None,Yes,None,None
2012-12-02,None,Yes,None,None
2012-12-02,None,Yes,None,None
2012-12-02,None,Yes,None,None
2012-12-02,None,None,None,None
2012-12-02,None,None,None,None
2012-12-02,None,None,None,None
2012-12-02,None,None,None,None
2012-12-02,None,None,None,None
2012-12-02,None,None,None,None
2012-12-02,Yes,Yes,None,None
2012-12-02,Yes,Yes,None,None
2012-12-02,Yes,Yes,None,None
2012-12-02,Yes,Yes,None,None
2012-12-02,Yes,Yes,None,None
2012-12-02,Yes,Yes,None,None
2012-12-02,None,Yes,None,None
2012-12-02,None,Yes,None,None
2012-12-03,None,None,None,None
2012-12-03,None,None,None,None
2012-12-03,None,None,None,None
2012-12-03,None,Yes,None,None
2012-12-03,None,Yes,None,None
2012-12-04,None,None,None,None
2012-12-04,None,None,None,None
2012-12-06,None,None,None,None
2012-12-06,None,None,None,None
2012-12-07,Yes,Yes,None,None
2012-12-07,Yes,Yes,None,None
2012-12-07,Yes,Yes,None,None
2012-12-07,Yes,Yes,None,None
2012-12-07,Yes,Yes,None,None
2012-12-07,Yes,Yes,None,None
2012-12-07,Yes,Yes,None,None
2012-12-07,Yes,Yes,None,None
2012-12-07,None,Yes,None,None
2012-12-07,None,Yes,None,None
2012-12-08,None,None,None,None
2012-12-09,None,Yes,None,None
2012-12-09,None,Yes,None,None
2012-12-09,None,Yes,None,None
2012-12-09,None,Yes,None,None
2012-12-09,None,Yes,None,None
2012-12-09,None,None,None,None
2012-12-09,None,None,None,None
2012-12-09,None,None,None,None
2012-12-09,None,None,None,None
2012-12-09,None,Yes,None,None
2012-12-09,None,Yes,None,None
2012-12-10,None,Yes,None,None
2012-12-10,None,Yes,None,None
2012-12-10,None,Yes,None,None
2012-12-10,None,Yes,None,None
2012-12-10,None,Yes,None,None
2012-12-10,None,Yes,None,None
2012-12-10,None,Yes,None,None
2012-12-10,None,Yes,None,None
2012-12-10,None,Yes,None,None
2012-12-10,None,Yes,None,None
2012-12-10,None,None,None,None
2012-12-10,None,None,None,None
2012-12-10,None,None,None,None
2012-12-10,None,None,None,None
2012-12-10,None,None,None,None
2012-12-11,None,Yes,None,None
2012-12-11,None,Yes,None,None
2012-12-12,Yes,Yes,None,None
2012-12-12,Yes,Yes,None,None
2012-12-12,Yes,Yes,None,None
2012-12-12,Yes,Yes,None,None
2012-12-12,Yes,Yes,None,None
2012-12-12,Yes,Yes,None,None
2012-12-12,Yes,Yes,None,None
2012-12-12,None,None,None,None
2012-12-12,None,None,None,None
2012-12-12,None,None,None,None
2012-12-12,None,None,None,None
2012-12-14,None,None,None,None
2012-12-14,None,None,None,None
2012-12-14,None,None,None,None
2012-12-14,None,None,None,None
2012-12-14,None,None,None,None
2012-12-14,None,None,None,None
2012-12-16,None,Yes,None,None
2012-12-16,None,Yes,None,None
2012-12-16,None,Yes,None,None
2012-12-16,None,Yes,None,None
2012-12-16,None,Yes,None,None
2012-12-17,None,None,None,None
2012-12-17,None,None,None,None
2012-12-18,None,None,None,None
2012-12-18,None,None,None,None
2012-12-18,None,None,None,None
2012-12-18,None,None,None,None
2012-12-18,None,None,None,None
2012-12-18,None,None,None,None
2012-12-18,None,None,None,None
2012-12-18,None,None,None,Yes
2012-12-18,None,None,None,Yes
2012-12-18,None,None,None,Yes
2012-12-18,None,None,None,Yes
2012-12-18,None,None,None,None
2012-12-18,None,None,None,None
2012-12-19,None,None,None,None
2012-12-19,None,None,None,None
2012-12-19,None,Yes,None,None
2012-12-19,None,Yes,None,None
2012-12-19,None,Yes,None,None
2012-12-19,None,Yes,None,None
2012-12-20,None,None,None,None
2012-12-20,None,None,None,None
2012-12-20,None,None,None,None
2012-12-20,None,None,None,None
2012-12-20,None,None,None,None
2012-12-20,None,None,None,None
2012-12-20,None,None,None,None
2012-12-20,None,None,None,None
2012-12-21,None,None,None,None
2012-12-21,None,None,None,None
2012-12-22,None,None,None,None
2012-12-22,None,None,None,None
2012-12-23,None,None,None,None
2012-12-23,None,None,None,None
2012-12-23,None,None,None,None
2012-12-27,None,None,None,None
2012-12-27,None,None,None,None
2012-12-27,None,None,None,None
2012-12-28,None,None,None,None
2012-12-28,None,None,None,None
2012-12-28,None,None,None,None
2012-12-28,None,None,None,None
2012-12-28,None,None,None,None
2012-12-31,None,None,None,None
2012-12-31,None,None,None,None
2012-12-31,None,None,None,None
2012-12-31,None,None,None,None
2012-12-31,None,None,None,None
2012-12-31,None,None,None,None
2012-12-31,None,None,None,None
2013-01-01,None,Yes,None,None
2013-01-01,None,Yes,None,None
2013-01-01,None,Yes,None,None
2013-01-01,None,Yes,None,None
2013-01-02,None,None,None,None
2013-01-02,None,None,None,None
2013-01-04,None,None,None,None
2013-01-04,None,None,None,None
2013-01-04,None,None,None,None
2013-01-04,None,None,None,None
2013-01-04,None,None,None,None
2013-01-07,None,Yes,None,None
2013-01-07,None,Yes,None,None
2013-01-08,None,Yes,None,None
2013-01-08,None,Yes,None,None
2013-01-08,None,Yes,None,None
2013-01-08,None,Yes,None,None
